Segment_ID,component_1,component_2,component_3,component_4
AA_113.0_23-Mar-2001_05:29,0.2181167260013206,0.7803637286668135,0.0,0.0015195453318659253
AA_113.0_23-Mar-2001_05:50,0.25319534975305463,0.7433564552849773,0.0,0.0034481949619678412
AA_113.0_23-Mar-2001_06:12,0.3336815175620812,0.6656141160186273,0.0,0.0007043664192915602
AA_113.0_23-Mar-2001_06:33,0.24217626828207214,0.5659645736174362,0.19185915810049162,0.0
AA_113.0_23-Mar-2001_06:55,0.35702639959692817,0.6403520272607953,0.0,0.0026215731422764717
AA_113.0_23-Mar-2001_07:16,0.17998609233547802,0.8194192146223723,0.0,0.0005946930421495234
AA_113.0_23-Mar-2001_07:38,0.3029798500082253,0.6970201499917748,0.0,0.0
AA_113.0_23-Mar-2001_07:59,0.354473467113252,0.645526532886748,0.0,0.0
AA_113.0_23-Mar-2001_08:21,0.21752397090891012,0.7756568686137701,0.0,0.006819160477319722
AA_113.0_23-Mar-2001_08:42,0.3264866693925457,0.6700492227061667,0.0,0.0034641079012875517
AA_113.0_23-Mar-2001_09:04,0.2764720423262244,0.7221285505177497,0.0,0.001399407156026088
AA_113.0_23-Mar-2001_09:25,0.2779066187752026,0.5786971862948779,0.06513190597828583,0.07826428895163375
AA_113.0_23-Mar-2001_09:46,0.2326481295895255,0.7664435959331262,0.0,0.0009082744773482659
AA_113.0_23-Mar-2001_10:08,0.25944499458013764,0.6913365164261359,0.049218488993726335,0.0
AA_113.0_23-Mar-2001_10:29,0.2477148306806718,0.7482417911294789,0.0,0.00404337818984928
AA_113.0_23-Mar-2001_10:50,0.26920890465717595,0.4543541657149305,0.0,0.27643692962789357
AA_113.0_23-Mar-2001_11:16,0.2949286998251292,0.5237861894878041,0.1780247202235588,0.0032603904635078625
AA_113.0_23-Mar-2001_11:44,0.683769524291513,0.12960952998193895,0.0,0.18662094572654805
AA_113.0_23-Mar-2001_12:14,0.4053204071600606,0.2922905052525827,0.0,0.30238908758735655
AA_113.0_23-Mar-2001_12:47,0.5265409649670528,0.4693698859639821,0.0,0.004089149068965021
AA_113.0_23-Mar-2001_13:21,0.21150315164838449,0.7869636874178034,0.0,0.001533160933812147
AA_113.0_23-Mar-2001_13:54,0.4192996098350503,0.5547498001137933,0.025428015149307197,0.0005225749018493315
AA_113.0_23-Mar-2001_14:27,0.7116440762469353,0.24346119339140992,0.011364476846793224,0.03353025351486162
AA_113.0_23-Mar-2001_15:00,0.693604567777828,0.3049350795846227,0.0,0.0014603526375493335
AA_113.0_23-Mar-2001_15:32,0.579759481406355,0.41989631867702937,0.0,0.0003441999166156679
AA_113.0_23-Mar-2001_16:02,0.553148068420517,0.32315126419805745,0.0,0.1237006673814256
AA_113.0_23-Mar-2001_16:33,0.6959205037009201,0.13824936357854825,0.052021898642573554,0.11380823407795808
AA_113.0_23-Mar-2001_17:01,0.56593247077462,0.364839364488976,0.0,0.06922816473640404
AA_113.0_23-Mar-2001_17:29,0.5708457864963866,0.286530264624865,0.0489014374208122,0.09372251145793617
AA_113.0_23-Mar-2001_17:57,0.559776257132298,0.305645302810344,0.0,0.13457844005735803
AA_113.0_23-Mar-2001_18:26,0.8051286226919451,0.1097918541716132,0.034166986041086436,0.05091253709535526
AA_113.0_23-Mar-2001_18:54,0.6489430930675848,0.2696802017683085,0.0,0.08137670516410667
AA_113.0_23-Mar-2001_19:22,0.5528858652783027,0.4388997938195536,0.008214340902143649,0.0
AA_113.0_23-Mar-2001_19:50,0.6173602864772826,0.29959046790471805,0.021341503262826203,0.06170774235517326
AA_113.0_23-Mar-2001_20:18,0.6220249261782438,0.26564621421632034,0.001714621131000125,0.11061423847443572
AA_113.0_23-Mar-2001_20:46,0.5812164968384674,0.3731329736884642,0.0,0.04565052947306831
AA_113.0_23-Mar-2001_21:14,0.63506028492376,0.23179553449471899,0.09425398412742307,0.03889019645409803
AA_113.0_23-Mar-2001_21:42,0.6126540562161246,0.04979803821435993,0.15251155499212823,0.18503635057738735
AA_113.0_23-Mar-2001_22:10,0.5376263495174732,0.3261631868104693,0.13621046367205736,0.0
AA_113.0_23-Mar-2001_22:38,0.39817337308734696,0.019941222498825913,0.492261501321034,0.08962390309279317
AA_113.0_23-Mar-2001_23:05,0.400756428595286,0.24467282511077038,0.29850984232869876,0.056060903965244886
AA_113.0_23-Mar-2001_23:33,0.32128248725849917,0.5312990766136579,0.14741843612784278,0.0
AA_113.0_24-Mar-2001_00:01,0.4922353979722532,0.2563122819367108,0.24848796609772494,0.0029643539933109503
AA_113.0_24-Mar-2001_00:29,0.5583006595938196,0.060743765198677614,0.2716437788976344,0.10931179630986843
AA_113.0_24-Mar-2001_00:57,0.7944138996973682,0.0,0.15406975126562056,0.05151634903701125
AA_113.0_24-Mar-2001_01:24,0.6110026243080706,0.38371474707290487,0.0,0.005282628619024549
AA_113.0_24-Mar-2001_01:52,0.625353448200298,0.0782346869803162,0.0,0.29641186481938575
AA_113.0_24-Mar-2001_02:13,0.4747338975281965,0.19938419394323834,0.18167782843060848,0.1442040800979567
AA_113.0_24-Mar-2001_02:49,0.5863321644534614,0.035704071945445635,0.0,0.37796376360109313
AA_113.0_24-Mar-2001_03:11,0.31332008416315366,0.5291159997587165,0.0,0.1575639160781299
AA_113.0_24-Mar-2001_03:33,0.4714648064598794,0.4346643309922519,0.09387086254786875,0.0
AA_113.0_24-Mar-2001_03:55,0.5129975199667658,0.374499251514244,0.0,0.11250322851899028
AA_113.0_24-Mar-2001_04:16,0.3965660331079532,0.5992671428319871,0.0,0.0041668240600597145
AA_113.0_24-Mar-2001_04:38,0.47699304537555787,0.27167557267924974,0.0,0.2513313819451924
AA_113.0_24-Mar-2001_04:59,0.40254617419323474,0.3278383210230918,0.0,0.2696155047836735
AA_113.0_24-Mar-2001_05:21,0.6156446571238509,0.2863697529388793,0.0,0.09798558993726987
AA_113.0_24-Mar-2001_05:42,0.6446196369875965,0.14496496814854704,0.0,0.21041539486385646
AA_113.0_24-Mar-2001_06:03,0.6898201431505554,0.22286498859304338,0.011454958537735753,0.07585990971866541
AA_113.0_24-Mar-2001_06:25,0.7557947351817277,0.10582460393299166,0.0,0.13838066088528067
AA_113.0_24-Mar-2001_06:46,0.6704875253335055,0.14051039309386318,0.0,0.18900208157263132
AA_113.0_24-Mar-2001_07:08,0.46035905238888625,0.4984005094085306,0.0,0.041240438202583204
AA_113.0_24-Mar-2001_07:30,0.45154141919786667,0.44575930113106255,0.01576585020063382,0.08693342947043695
AA_113.0_24-Mar-2001_07:52,0.5438928383080908,0.4248529632623235,0.0312541984295856,0.0
AA_113.0_24-Mar-2001_08:13,0.4003432594895506,0.4669952423007205,0.08712748828232866,0.04553400992740034
AA_113.0_24-Mar-2001_08:35,0.4623821300715883,0.44607595284367785,0.04944608746279572,0.04209582962193812
AA_113.0_24-Mar-2001_08:56,0.5283027130289949,0.41903226381185366,0.0,0.0526650231591514
AA_113.0_24-Mar-2001_09:24,0.6442781938913043,0.24732520475311273,0.0791543976234905,0.029242203732092572
AA_113.0_24-Mar-2001_09:48,0.761290600890625,0.1826169267529704,0.014988024886439475,0.041104447469965125
AA_113.0_24-Mar-2001_10:10,0.7288423861062722,0.21479022712560547,0.0,0.056367386768122384
AA_113.0_24-Mar-2001_10:32,0.6825513160457525,0.24825502806016048,0.0,0.06919365589408702
AA_113.0_24-Mar-2001_10:55,0.6825333485648134,0.3172521776982444,0.0,0.00021447373694232259
AA_113.0_24-Mar-2001_11:22,0.7511625073141655,0.22930544670388256,0.01953204598195197,0.0
AA_113.0_24-Mar-2001_11:49,0.6936950930582833,0.2626593302965681,0.04364557664514857,0.0
AA_113.0_24-Mar-2001_12:17,0.6589230919850375,0.32566733750950266,0.014511963763953592,0.0008976067415061273
AA_113.0_24-Mar-2001_12:44,0.7059219390921363,0.2372900802332286,0.0,0.05678798067463511
AA_113.0_24-Mar-2001_13:11,0.49667799663220313,0.3291647039359577,0.17415729943183925,0.0
AA_113.0_24-Mar-2001_13:39,0.45729598133912747,0.22201146763231075,0.2839262021611878,0.036766348867373885
AA_113.0_24-Mar-2001_14:06,0.682340278902351,0.27378497401635726,0.0,0.043874747081291604
AA_113.0_24-Mar-2001_14:34,0.6282882101173448,0.11825342805949812,0.1931309138578407,0.06032744796531631
AA_113.0_24-Mar-2001_15:02,0.6408742888854596,0.21964406017812502,0.13901642422843066,0.00046522670798479184
AA_113.0_24-Mar-2001_15:24,0.07665408356808387,0.07783931313322916,0.8360647584315639,0.009441844867123067
