Segment_ID,component_1,component_2,component_3,component_4
AA_113.0_23-Mar-2001_05:29,0.427496606602216,1.5294693444027552,0.0,0.0029782240218798636
AA_113.0_23-Mar-2001_05:50,0.5339447040712957,1.5676087373790168,0.0,0.007271640021602883
AA_113.0_23-Mar-2001_06:12,0.6946420873008037,1.3856433591711776,0.0,0.0014663160348108036
AA_113.0_23-Mar-2001_06:33,0.7651814372335699,1.788224704823125,0.6061992258083891,0.0
AA_113.0_23-Mar-2001_06:55,0.6945151553447493,1.2456619123696389,0.0,0.0050996852899710095
AA_113.0_23-Mar-2001_07:16,0.42735655141944334,1.9456179373855935,0.0,0.0014120311427865914
AA_113.0_23-Mar-2001_07:38,0.4805934631847618,1.1056290634014607,0.0,0.0
AA_113.0_23-Mar-2001_07:59,0.4269610310079705,0.7775325929719569,0.0,0.0
AA_113.0_23-Mar-2001_08:21,0.16018602070671106,0.5711985980115196,0.0,0.0050216726775356
AA_113.0_23-Mar-2001_08:42,0.5876714135938541,1.2060791781111129,0.0,0.0062353455073035045
AA_113.0_23-Mar-2001_09:04,0.6412371465621196,1.6748733336250206,0.0,0.003245723669049854
AA_113.0_23-Mar-2001_09:25,0.5040692096551544,1.0496455054252534,0.11813676304113219,0.1419563825069747
AA_113.0_23-Mar-2001_09:46,0.4809058603082358,1.5843119716039735,0.0,0.001877489923068983
AA_113.0_23-Mar-2001_10:08,0.56241893352758,1.4986635101836983,0.10669471629039362,0.0
AA_113.0_23-Mar-2001_10:29,0.37393173622741765,1.12948970921986,0.0,0.006103580567218681
AA_113.0_23-Mar-2001_10:50,0.3155238024997324,0.5325215903631776,0.0,0.3239953421994614
AA_113.0_23-Mar-2001_11:16,0.23386753267793736,0.41534304345057865,0.1411670078193468,0.002585368849214627
AA_113.0_23-Mar-2001_11:44,0.5852439387375122,0.11093385874888592,0.0,0.1597303966436518
AA_113.0_23-Mar-2001_12:14,0.21105642908634067,0.1522000600134875,0.0,0.15745854364461165
AA_113.0_23-Mar-2001_12:47,0.6410981382975252,0.5714886021893083,0.0,0.004978807025011948
AA_113.0_23-Mar-2001_13:21,0.4809345450209603,1.7894675327841123,0.0,0.0034862367316997266
AA_113.0_23-Mar-2001_13:54,1.369806669443353,1.8123078539643303,0.08307058705809453,0.00170719592636521
AA_113.0_23-Mar-2001_14:27,3.4045398169217824,1.164730171222189,0.054368209073615344,0.1604103609839042
AA_113.0_23-Mar-2001_15:00,3.7939354098101923,1.6679590214289979,0.0,0.007987957173002392
AA_113.0_23-Mar-2001_15:32,3.205964593841913,2.3219503499927767,0.0,0.0019033630001123328
AA_113.0_23-Mar-2001_16:02,2.342932940467168,1.3687505839171703,0.0,0.5239507916809435
AA_113.0_23-Mar-2001_16:33,2.880511588483915,0.572233310803094,0.21532586135623963,0.4710680823212751
AA_113.0_23-Mar-2001_17:01,2.6665524885794993,1.7190448782312058,0.0,0.326188272436423
AA_113.0_23-Mar-2001_17:29,1.9331438399019816,0.9703219838140097,0.16560254056109028,0.3173871121954914
AA_113.0_23-Mar-2001_17:57,1.3312461415245471,0.7268781497197511,0.0,0.3200511396759872
AA_113.0_23-Mar-2001_18:26,2.32544231025857,0.31711035456516823,0.09868405210623901,0.14705000486543077
AA_113.0_23-Mar-2001_18:54,1.2799000466620984,0.5318859334729906,0.0,0.1604979694666397
AA_113.0_23-Mar-2001_19:22,1.2779911411140947,1.014513272202845,0.01898738159592216,0.0
AA_113.0_23-Mar-2001_19:50,1.5344324401551066,0.7446240757359806,0.053043734178326675,0.15337293919374156
AA_113.0_23-Mar-2001_20:18,1.7576958073386433,0.7506535788400384,0.004845115117251026,0.3125697621042905
AA_113.0_23-Mar-2001_20:46,2.081271946642912,1.3361478807458556,0.0,0.16346949348221643
AA_113.0_23-Mar-2001_21:14,2.16708155462499,0.7909797529036955,0.32163256827968134,0.1327090189579967
AA_113.0_23-Mar-2001_21:42,1.5575361969699237,0.12660039751633612,0.38772658884120986,0.4704136222642253
AA_113.0_23-Mar-2001_22:10,1.1599515905208218,0.7037108721507105,0.2938798370351201,0.0
AA_113.0_23-Mar-2001_22:38,0.6599949579791297,0.033053707743229584,0.8159513690229815,0.14855670457571665
AA_113.0_23-Mar-2001_23:05,1.0886993426163079,0.6646809005356624,0.8109351364540403,0.1522956712319499
AA_113.0_23-Mar-2001_23:33,0.6750546381403861,1.116325726211105,0.30974454880708713,0.0
AA_113.0_24-Mar-2001_00:01,0.763965298454459,0.3978049725273121,0.3856613806406723,0.004600773517210813
AA_113.0_24-Mar-2001_00:29,0.8604726748982562,0.09362043412580691,0.4186669763520829,0.16847519728369503
AA_113.0_24-Mar-2001_00:57,2.0407849426394136,0.0,0.39579270783008413,0.1323413266743441
AA_113.0_24-Mar-2001_01:24,0.7480482755171278,0.4697805597208888,0.0,0.006467502873876844
AA_113.0_24-Mar-2001_01:52,1.697129939682353,0.21231901731426084,0.0,0.8044242047593753
AA_113.0_24-Mar-2001_02:13,1.0744506830347553,0.4512601364344803,0.4111858619447843,0.3263726756491948
AA_113.0_24-Mar-2001_02:49,1.0049356754851009,0.061194486390679585,0.0,0.6478056178913641
AA_113.0_24-Mar-2001_03:11,0.6892370592384357,1.1639418412762879,0.0,0.3466068587650185
AA_113.0_24-Mar-2001_03:33,0.9698791265779761,0.894174614777403,0.1931075001391345,0.0
AA_113.0_24-Mar-2001_03:55,1.4914668781815772,1.0888029820757659,0.0,0.3270870374489091
AA_113.0_24-Mar-2001_04:16,0.8015601744672247,1.2112703445534942,0.0,0.00842220447974295
AA_113.0_24-Mar-2001_04:38,1.2717214055431898,0.7243200807411823,0.0,0.670079996769761
AA_113.0_24-Mar-2001_04:59,0.9515329724462424,0.7749396021713094,0.0,0.6373133298274792
AA_113.0_24-Mar-2001_05:21,2.0251813249888775,0.9420217799061104,0.0,0.3223264988378785
AA_113.0_24-Mar-2001_05:42,4.465469849947703,1.00421497798464,0.0,1.4576093370662726
AA_113.0_24-Mar-2001_06:03,4.517164736208457,1.4593918101754768,0.07501076226197799,0.49675515056440356
AA_113.0_24-Mar-2001_06:25,5.2212289198652515,0.7310642119720079,0.0,0.9559700206042947
AA_113.0_24-Mar-2001_06:46,2.8197870336648583,0.5909273022554,0.0,0.7948628405712432
AA_113.0_24-Mar-2001_07:08,1.814392391063349,1.9643234716041524,0.0,0.162539080942577
