component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausiidae furcilia indet,Fritillaria sp.,Hyperia spinigera,Hyperiidea indet,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,18.713082981162767,0.007869379764856724,0.0,0.0,0.15896843493208881,0.0,0.01341613664231541,0.0,0.03313457333976183,0.0,0.03952976928662423,0.04997933533036511,0.0,0.0015741381464325454,4.147408374839578,0.01900075691905091,0.010523865281965238,0.0,0.04873006662730003,0.0,0.0012734101354728528,0.016216726626207465,0.09534515444143139,0.008315057788431805
component_2,0.0,0.025054601301840177,0.0,0.0,0.01507083064210849,0.0,0.030739860798715685,0.0,0.19272025992967565,0.0,0.002253613223614346,0.0,0.05545278586380911,0.0,14.492976670663127,0.0,0.0,0.0,0.02330963203525979,0.00925073798502405,0.014656516264080566,0.0,0.33859717569260755,0.2534506871970659
component_3,4.411919115681224,0.10472272234568848,0.19719335637065047,0.09859667818532523,0.0,1.5371307345659677,0.12428704701447033,0.09859667818532523,0.0152465164701371,0.09859667818532523,0.004313379183012894,1.0481978280763424,0.0,0.13649145365826432,0.0,0.7235945699691236,0.0,0.2957900345559757,0.0,0.0,0.007199771640278698,0.12918915524926894,0.33262760150210613,0.0
component_4,0.298145438201099,0.0,0.0,0.0,0.0,0.0,0.2717835579346154,0.0,0.31439990310815186,0.0,0.0,0.0,0.0,6.185666133432102,12.27308294713686,0.0,0.0,0.0,0.27828429661940507,0.5233475198486583,0.0,0.21772667326636835,0.0,0.12100344293830342
