component,Acartia (Acartia) danae,Acartia (Acartiura) tranteri,Alciopidae indet,Calanoida indet (small),Calanoides acutus,Calanoides sp.,Calanus australis,Calanus simillimus,Calocalanus plumulosus,Calocalanus sp.,Calocalanus styliremis,Centropages bradyi,Centropages furcatus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus ingens,Clausocalanus laticeps,Clausocalanus pergens,Clausocalanus sp.,Clio sp.,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Cyclopoida nauplius indet,Decapoda megalopa indet,Decapoda zoea indet,Echinoidea larvae,Egg indet,Eucalanus sp.,Euchirella rostrata,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Haloptilus oxycephalus,Hansarsia megalops,Hyperia spinigera,Hyperiella antarctica,Hyperiella sp.,Hyperiidea indet,Lensia sp.,Limacina sp.,Mecynocera clausi,Mecynocera sp.,Mesocalanus sp.,Metridia lucens,Metridia sp.,Microsetella norvegica,Nannocalanus minor,Neocalanus tonsus,Neogloboquadrina pachyderma,Oculosetella gracilis,Oikopleura sp.,Oithona similis,Oithona sp.,Oncaea mediterranea,Oncaea sp.,Oncaea venusta typica,Ostracoda indet,Paracalanus indicus,Paraeuchaeta biloba,Paraeuchaeta exigua,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma sp.,Pleuromamma xiphias,Polychaeta indet,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus nasutus,Salpa thompsoni,Salpidae indet,Scaphocalanus echinatus,Sergestidae indet,Siphonophorae nectophore,Subeucalanus longiceps,Subeucalanus sp.,Temora turbinata,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.0,0.0,0.0,2.302921742524336,0.009775299751455191,0.0,0.0,0.1652738086603179,0.0,0.0,0.0,0.0,0.0,0.0,1.3304833711464883,0.0,0.45464397272637147,0.0,0.0,0.0004022560672973935,0.0,0.0,1.379390807511904,0.5187552984645376,0.0,0.0,0.00021949390718320507,0.0,0.0,0.17119235592371077,0.0,0.0,0.0,0.0,0.0032860737840511305,0.0,0.0,0.0,0.0,0.0,0.0,0.16256262608855943,2.3192679320876013,0.0,0.018803488238923485,0.0,0.0,0.0,0.0028985078832162374,0.0,0.0,0.0,0.4764690261106278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01555748249249423,0.0,0.0,37.98279759850959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006624789536393818,0.003361470409842527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14578271008714785,0.009865830212198454,0.6593387772195716,0.0,0.0,0.0,0.0,0.0,0.013756149368101519,0.0025985174193662165,0.0,0.0,0.1237015048566391,0.0,0.0,0.0,0.02413808346618066,0.0,0.004003411521615282,0.033225377184278516,0.03441679890028405,0.0034126139681687215,0.11167036104501489,0.0,0.0
component_2,0.0014126850773717229,0.0007215271916538063,0.0028031066065376045,30.67719691380884,0.11792837529680066,0.08693648946833066,0.02567006042076116,0.7810171242661125,0.02803008398100761,1.9395039095429272,0.008119635956539476,0.021592156096332794,0.00207867211417557,0.4561975036715109,1.3679518598989717,0.0779750365400629,0.216627738828021,0.48965520820065483,0.08531443235353027,0.0,0.015701725020414697,0.030259994758386265,0.9713148647158008,2.083434265201776,0.01769149904649205,0.05238660525818065,0.0,0.03536628693890682,0.003481652681608473,0.29312962645374196,0.07126787606673755,0.005762930879149775,0.005274270688825471,0.0031152016416844627,0.00087466155976703,0.0013152852249322222,0.004985102362159676,1.1943494219896464,0.26762012620591447,0.02662834784595833,0.09963894619556779,0.9622137598488569,11.16060507711048,0.03378549978584732,0.0475982759071767,0.0015229782837193658,0.002318592109651971,0.024222643038370573,0.0,0.0009861974307325827,0.1542025484718743,0.0014012302337832456,2.7862005570653268,0.025732085645082264,0.05500637583856631,0.016099726712303683,0.1829580879409219,0.05165876868160617,0.002193331753084747,0.003194522937651685,0.638702776011949,0.0036166272630224596,0.0022417469140773314,0.70071315080528,0.0,1.590667897138779,0.0654896692686639,0.11153952432043865,0.0012953458027502554,0.31817995977804403,0.4051141460806705,0.001398452224161582,0.0011107237056700644,0.0015295994989115264,0.0035044371653608374,0.016486558454664436,0.00596835798860023,0.047576463315311734,0.015568523592105192,0.0033135329021866376,0.038548327166418594,0.002840080032024795,0.0033135329021866376,0.03870535575785648,0.012224712054059002,0.006230403283368925,0.02593256847244604,0.03296890389601873,1.2777724320179016,0.002840080032024795,0.08386455857135364,0.12492887777397348,0.0026838048410426124,0.008349360427731062,0.004967563392915357,0.0,0.00239800210040311,0.00811003576685187,0.1289002778732111,0.016553233127496216,0.009345604925053388,0.6119179821962744,0.0,0.004985102362159676,0.0,0.014216760660662547,0.0,0.0007306260207648011,0.1983289478343961,0.015457832505695344,0.014366513287954623
