component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Subeucalanus sp.,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3
component_1,3.7298817871380825,2.7254605803335634,0.18223991073237505,3.3444990113560182,1.2105015335684477,0.28396427918384226,13.236929570396768,0.015466910103498759,0.004278042955160741,0.3002917231436987,0.02143509097390517,0.17563021317399513,0.19003357713043717,3.318609262319084,0.0,0.02623557170141548,0.0013929969242395793,0.22895743813152153,0.06949495791691429,3.9497586974393735,0.6107115035392949,1.5126035986527173,8.205945361824064,0.11140703515044346,0.9237098657608926,0.05311265277886531,0.01301221930062568,0.02939532347100183,0.03903665790187704,0.025157157975228175,0.0376539464940494,0.14858844412917196,0.03671460068157739
component_2,0.0,0.25241392670506163,0.07881989718214337,0.0,0.0,0.2852010361896996,0.0,0.001054355566841843,0.022312876265342032,0.0031540614306181883,0.06453830495524206,0.05004820333050829,0.06353144987268051,5.389057105645347,9.13142114754731,0.0,0.001998064937054147,0.12806920822110374,0.0608674669640909,0.0,0.0,0.2859251559343423,4.714578771467465,0.0,0.31938534323352,0.0013579354132115923,0.0,0.004698419430646223,0.0,0.0021188041721655277,0.0,0.052608250637916056,0.039688101926715055
