component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Subeucalanus sp.,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3
component_1,0.08332676513561954,0.060887670608483185,0.004071298530773171,0.07471718931591372,0.02704299566055688,0.006343853813290181,0.295717286599452,0.0003455357727454619,9.557286287035184e-05,0.006708614190629608,0.00047886686312750723,0.003923635750155344,0.00424541155809112,0.07413880395129978,0.0,0.0005861111547559141,3.112000169576814e-05,0.005114983198402407,0.0015525398301954555,0.08823888640621869,0.013643492455048142,0.03379205347549043,0.18332347267367335,0.002488869187342168,0.020635977071211956,0.0011865538363965253,0.00029069718651549085,0.0006567010309549671,0.0008720915595464726,0.000562019043421204,0.0008412013396130411,0.003319513886073803,0.0008202160504366137
component_2,0.0,0.012046759851739287,0.003761774896048248,0.0,0.0,0.013611564295575059,0.0,5.032039427416202e-05,0.00106490899879796,0.0001505313954276701,0.0030801686388032645,0.0023886110184330074,0.003032115262575356,0.25719926640528284,0.4358081152872859,0.0,9.536006502920588e-05,0.006112257813907277,0.0029049734571772096,0.0,0.0,0.013646123785938704,0.22500897237869277,0.0,0.015243051682307933,6.480910950784068e-05,0.0,0.00022423774829935194,0.0,0.00010112249101360511,0.0,0.0025107923715937193,0.0018941626522895815
