component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.40881834149043683,0.0023480351938200616,0.00019338043856638757,0.0,0.0,0.0003036148841226083,0.00024885089424490426,0.00873668370856507,0.0008996623394219209,0.0379319965822739,0.16980043986742682,0.0,0.0003112282100518836,0.007402841969448591,0.0035780829138488393,0.0076860231459785966,0.0008741493971897276,0.0,0.0005048382707163445,0.017829919891833017,0.0002203826118554898,0.0008290847317115801,0.00876645327592796,0.006433998727825245,0.24693671287915947,0.0016049632143478349,0.0025093430667896175,6.155265719167598e-05,0.00012939876978548462,0.0,1.633962662258232e-05,0.007342459697715365,0.051028030523589514,0.00020098321684148014,0.0016655561732274097,0.002560244709977627,7.30640587478268e-05,0.0,0.0004745012814231495,0.0001408222924141095,0.0012705180455284913,1.116526681302929e-05,0.00025633597455975446
component_2,0.4373182818654711,0.0,0.0,0.3862790556286302,0.0002836249743195929,0.0014176876428179327,0.0026854007561579827,0.02464244814609034,0.0011697048164699497,0.0,0.038002088490311725,0.0005138972836579804,0.00281565655623782,0.008963128133814465,0.0027245814849050126,0.003283708550532027,0.0,0.005456838471467793,0.0,0.0,0.0,0.0007463708689021496,0.006682557793387417,0.01059527405487517,0.048475871514435824,0.0016861014140738843,0.0069937128605580485,0.00011178360937777395,0.0001649010686938295,0.0004991518921603227,0.00011570261234794398,0.0,0.0,0.00015998557806287092,0.003383664556076208,0.0,0.00010629793559366758,0.003006344708677503,0.0,0.0,0.0,0.0003960846081948525,0.001320092123698927
