component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,23.179464877895487,0.13313052224807725,0.010964417759437687,0.0,0.0,0.017214566541386287,0.01410951999353379,0.4953585312089108,0.051009677116170965,2.150694558668271,9.627462696045143,0.0,0.017646232156823788,0.4197314504086609,0.20287261801754855,0.43578745247434103,0.04956312668439017,0.0,0.02862366918867982,1.0109331210573909,0.012495405642955223,0.04700801913496711,0.49704642671428995,0.36479930668555427,14.000988415485104,0.09099931358671716,0.14227646751656592,0.0034899550991622265,0.007336740882394307,0.0,0.0009264354432711591,0.4163078546331259,2.893222542309517,0.011395485336688395,0.0944348550476908,0.14516252406237096,0.004142636500621293,0.0,0.026903601602526386,0.007984439663683573,0.07203671025544969,0.000633056014564842,0.014533914250488514
component_2,13.208598180932519,0.0,0.0,11.667028439204854,0.008566502877227641,0.04281930849123726,0.08110884226370994,0.7442913073922244,0.03532932774991053,0.0,1.1478008986122845,0.015521561772254151,0.08504303983864625,0.2707189771686388,0.08229224237277474,0.0991799076001411,0.0,0.16481631273317002,0.0,0.0,0.0,0.022543107183236065,0.20183748170140858,0.3200157034613912,1.4641471323205866,0.05092637786785947,0.2112354932290452,0.003376270420680794,0.004980610338749069,0.015076197470349634,0.0034946385238436546,0.0,0.0,0.004832144694162906,0.10219894148862212,0.0,0.0032105831769258524,0.09080251363127173,0.0,0.0,0.0,0.011963191689542248,0.03987156985382301
