component,Calanoida indet (small),Calanoides sp.,Calanus australis,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euphausia lucens,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Pisces egg,Radiozoa indet,Sagittidae indet,Salpidae indet,Subeucalanus sp.,Teuthida indet,Themisto sp.,Thysanoessa macrura
component_1,0.5263177998105512,0.01225368408862296,0.0004030591750658628,0.033648427267438455,0.0012036343682671972,0.0,0.7460895430604303,1.737333566993954,0.0690915055983744,0.005083715501946417,0.0,0.05125991183964861,0.06074488886690366,0.7503459961625668,0.2508964489127106,0.25138989500066566,0.08510442124840008,0.048601681193731754,0.0,0.0,0.3226067691937859,0.0,0.0013903564564909574,32.548666629200085,0.0174179737819072,0.0009640404735304278,0.0038047708062203716,0.0035820891220986026,0.0008838546322749986,0.02582024458940853,0.002246328113115988,0.0666400806321849,0.0012036343682671972,0.012576973331703753,0.0020050105773838853
component_2,11.999235757639427,0.0,0.0,0.029487537470285565,0.00012268492045876638,23.58881986338484,0.5981821910548204,0.0,5.097432479164738,0.01707752427783587,0.024098204767229542,0.15803724623714963,0.41830605555900513,1.1317799248487985,0.37747588910308716,0.15190264274565518,0.2034182903947138,0.17954427713905288,0.36873792633477115,2.252919144581022,0.13179450151214261,0.38594285677653645,0.003498960393087076,0.019677761741691707,0.03649466184250991,0.011592528840036424,0.0,0.008547062393115703,8.882479997124244e-05,0.016123791777631548,0.0008262537760211049,0.17593714940876778,0.00012268492045876638,0.0365260052547334,0.0016718265274003167
