component,Calanoida indet (small),Calanoides sp.,Calanus australis,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euphausia lucens,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Pisces egg,Radiozoa indet,Sagittidae indet,Salpidae indet,Subeucalanus sp.,Teuthida indet,Themisto sp.,Thysanoessa macrura
component_1,0.01398309552544369,0.0003255531832886897,1.0708387497784006e-05,0.0008939640136261714,3.197789311941466e-05,0.0,0.019821942854495657,0.04615709602749649,0.0018356079219181843,0.00013506303513482386,0.0,0.0013618620615484251,0.0016138568446936775,0.01993502736417435,0.0066657616622577765,0.0066788714293737955,0.0022610355423706525,0.0012912387745079778,0.0,0.0,0.00857094567657645,0.0,3.693868448402931e-05,0.8647458149159142,0.00046275689581418454,2.561241523015597e-05,0.00010108431380232468,9.51681558043201e-05,2.3482055439044356e-05,0.0006859865782878319,5.967995115973056e-05,0.0017704790026834105,3.197789311941466e-05,0.0003341422607813649,5.326867995567615e-05
component_2,0.25301273289054615,0.0,0.0,0.0006217664684869112,2.5869020024853922e-06,0.4973876586680148,0.012613112533344297,0.0,0.10748312211945604,0.0003600921905204676,0.0005081284149310029,0.0033323318565101367,0.008820291595176513,0.02386441416773906,0.007959357431697754,0.0032029792188978026,0.0042892246316539,0.0037858234600389325,0.007775111044297628,0.04750446122278821,0.0027789842354172074,0.008137889687720095,7.377815964380214e-05,0.00041492011458018897,0.0007695168521721142,0.00024443701767112375,0.0,0.00018022111223970488,1.8729363972094633e-06,0.0003399820375743019,1.7422170057717013e-05,0.003709764512339396,2.5869020024853922e-06,0.0007701777511280941,3.5251694954585996e-05
