component,Calanus propinquus,Chaetognatha indet,Euphausia superba,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,0.22529465721647174,0.202450728379167,5.42648785193836,0.0,0.5853602686544674
component_2,0.0,0.0054205790124582905,0.01417448784490953,4.7305432522577355,0.0
