component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calocalanus sp.,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Doliolidae indet,Egg mass,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microsetella rosea,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Pelagobia longicirrata,Phalacrophorus pictus,Pisces larvae,Pseudosagitta gazellae,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Scolecithricella sp.,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.03476417574719385,0.0,0.00014690144049873662,0.0,0.00011442334122024733,0.000677894948607705,0.000758613932146058,0.002415334451999038,0.0018356557926485072,0.000563812203935451,0.0,0.006242254022095203,0.030430926028754458,0.0,2.2898664732915486e-07,6.951417079561031e-06,0.0001374911924950519,0.0008631440832497591,0.0003364634532787919,0.0,1.0251768929668982e-05,0.0,0.6758773521550236,0.11529685956089987,4.195033043644559e-05,2.6280007551594853e-05,0.0,4.442969505508759e-05,9.160470991550728e-05,0.0,9.953998926313668e-07,0.007534237727504269,9.50237181333166e-05,0.10329778430835895,0.0,0.0002614550627323215,0.0,0.0005487821127462787,0.0,2.5629422324172454e-06,0.00010495904261179828,1.6350665407722714e-05,2.8437538601017622e-05,0.01602609792851044,0.0,0.0003918804949069013,0.0,0.0,0.0,0.0,0.00043652394052871125,0.0,0.0005448416344018231,2.70682137696901e-05
component_2,0.21357477775716424,6.12284818321117e-05,0.0008299277923899176,1.6480633975599998e-06,0.00011309032083667319,0.0019357391043679838,0.0015305778398673948,0.004465923084753683,0.0005939685184118283,0.00013523277872553094,4.803883496548201e-05,0.037320274989803316,0.10317118624343523,3.3070191272471328e-06,1.0505246453577622e-05,3.250236997742147e-05,0.00022070280759080866,4.543929873932276e-05,0.0,5.340003891455045e-05,2.9562591313155086e-05,0.00017291227179889207,0.0,0.15428567723550615,0.0001943774686809338,6.406166273745416e-05,0.041309805888250534,0.0,0.00017318150976302021,1.1606079249645231e-05,5.423272039605802e-06,0.0014226808722475844,0.000191710043525231,0.37038691100013693,0.0006978732470527935,0.000681937510148929,8.240316987799998e-06,0.0007606283538654135,0.0007014685840121247,7.390647828288772e-06,3.680444066283505e-05,0.0,0.0006270252122271202,0.05538487131319811,3.7825346389349886e-05,0.0005142340669933381,0.00010000031321804157,1.3979496772661874e-05,0.001922839550249201,0.001348496756397407,0.0007010936692545226,0.00390982527158186,0.0001494931147802243,5.923023768585654e-07
