component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calocalanus sp.,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Doliolidae indet,Egg mass,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microsetella rosea,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Pelagobia longicirrata,Phalacrophorus pictus,Pisces larvae,Pseudosagitta gazellae,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Scolecithricella sp.,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,2.3021981357006562,0.0,0.009728296879733481,0.0,0.007577490251848039,0.04489243462104881,0.05023791137761044,0.15995139688978816,0.12156316819807321,0.03733749979359853,0.0,0.4133826061846875,2.0152360775215024,0.0,1.5164249439283113e-05,0.0004603457178855996,0.009105119285416076,0.057160242018942375,0.02228171726270154,0.0,0.0006789058796949314,0.0,44.758822743530494,7.635337511336507,0.0027780889506809968,0.0017403485942382659,0.0,0.0029422806359454042,0.0060663653849438205,0.0,6.591865700361221e-05,0.49894201940300514,0.006292783361950544,6.840719256112624,0.0,0.0173144147690726,0.0,0.036342157687208554,0.0,0.00016972646992373286,0.006950733248588887,0.0010827948774871478,0.0018832274013130552,1.0613009507797997,0.0,0.02595161615085733,0.0,0.0,0.0,0.0,0.028908052052838428,0.0,0.03608120624212483,0.0017925462041871517
component_2,15.85949024977057,0.004546662863574285,0.06162821223387644,0.00012238076826808172,0.00839778394943211,0.14374279479166563,0.11365660581649643,0.331627471945247,0.044106509323557384,0.010042023492518865,0.003567235058119324,2.771303538438016,7.661215614820593,0.00024557037190980457,0.0007800914295759457,0.002413538832461973,0.016388798629879443,0.0033742004691774885,0.0,0.003965343686161337,0.002195238752499219,0.012840001602521712,0.0,11.456840641444513,0.014433949559462648,0.004757047279824053,3.067555404175751,0.0,0.012859994491718645,0.0008618363208931802,0.0004027176379964483,0.10564446634986041,0.014235873720671602,27.503938739097045,0.05182219582966762,0.05063885074227577,0.0006119038413404086,0.05648222177032283,0.05208917591060202,0.0005488096881248048,0.0027329990646375005,0.0,0.04656121075768161,4.112732017332035,0.0028088087861112892,0.03818564278621678,0.007425755087329516,0.0010380799413253425,0.14278490849571998,0.10013575284740998,0.05206133574611665,0.29033313963441104,0.011100957805797226,4.398278611992725e-05
