component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Triconia antarctica
component_1,0.36354611404879406,0.0015956518526109697,0.0,0.011397575512078957,3.863961011314683e-05,0.00019399549715360333,0.021878641975412373,0.004674667139502115,5.303923486269068e-06,2.0757482871172024e-05,0.0,0.038061250874458656,4.924584615473893e-05,0.0001442642779629195,2.648386077123721e-05,4.5386847808886275e-05,1.8354226759453355e-05,1.3987928701985738e-05,9.939596151542698e-05,0.00029785407895213065,0.001002005717010627,0.0016098486726372218,0.08241873059014033,0.011151832127568966,0.0002362476764962281,8.277328192098337e-05,2.8174951444896025e-05,0.0003761967469978199,0.002713790566890043,0.0,0.004776027839066,0.01499153304502118,0.027754414028163615,0.3236775209558412,0.0009501915416363372,9.618826419881706e-05,9.679013262214146e-05,3.523754352613213e-05,0.00022350147907433608,6.734500730455368e-05,0.07696158679915173,9.61282601212949e-05,3.8831490746258695e-05,6.475918817733651e-05,0.0027829548146565287,0.0007443866371460684,0.0009716561701543707,1.3529643538329571e-05,5.929909670781252e-05,0.0028503942423562167,5.1699574940333e-06,0.0006615665640586948,5.300995151560615e-06,0.00025619811377427555,0.0,9.231691409579854e-05
component_2,0.06848058033036572,0.002378370014104993,0.0032401363779866127,0.0,0.0,0.0002713680530708153,0.0,0.0,0.0006845513034580349,4.66791545001801e-05,0.628265506999818,0.0,0.0,0.0,0.0,0.0,1.9490842280286273e-05,0.0,0.0,0.0,0.0,0.0,0.17735105508251073,0.0,0.0,0.0,4.231348517606371e-07,0.0,8.923235181186972e-06,7.094012945525357e-05,0.0,0.0,0.0,0.11597178741403126,0.0,0.0,0.00030357509687609747,0.0,0.0,0.000495785684008522,0.0,5.5690284452491086e-05,1.3474721910380706e-05,0.0,0.0,0.0006301143426097933,0.0006412520241979518,4.222127241250214e-06,2.3557678403698802e-05,0.0,0.0,0.0002899653039813888,8.839967026314751e-05,0.0,0.0006641509944405974,0.0
