component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Triconia antarctica
component_1,28.71187692045976,0.12602021539947122,0.0,0.9001493143467769,0.0030516506350947315,0.01532123332406209,1.72791525286537,0.3691924142957227,0.0004188893580440087,0.0016393691758610062,0.0,3.0059734056173264,0.0038893021242663753,0.01139359776607157,0.0020916228270845896,0.0035845289984903477,0.0014495665868041806,0.001104728318481426,0.007850020955082084,0.023523699813176004,0.07913566865012564,0.1271414413829264,6.509205729887214,0.8807411745334022,0.018658194787893913,0.006537207223452304,0.002225180539317246,0.029710989281071028,0.21432775027267575,0.0,0.37719760488361975,1.1839902422389303,2.191967645318196,25.56316457382437,0.07504352691461516,0.007596685801731409,0.007644219722257602,0.00278296472883178,0.01765153500681281,0.005318724327435079,6.078215451600026,0.007591946843943208,0.0030668048422459824,0.0051145034111601635,0.21979015323182552,0.05878961892604433,0.07673874451793261,0.001068534210760603,0.004683280333291191,0.22511633462360295,0.00040830909069425406,0.05224871626435615,0.0004186580861847262,0.020233825712007627,0.0,0.007290937167985985
component_2,2.451997506358502,0.08515928626261007,0.11601546424923842,0.0,0.0,0.009716532573541164,0.0,0.0,0.024510862509575928,0.0016713814322425091,22.495508201929205,0.0,0.0,0.0,0.0,0.0,0.0006978839320217773,0.0,0.0,0.0,0.0,0.0,6.350184865760224,0.0,0.0,0.0,1.5150654336823664e-05,0.0,0.000319502993510979,0.0025400634703427044,0.0,0.0,0.0,4.152455078144989,0.0,0.0,0.01086972944653427,0.0,0.0,0.017751970777883274,0.0,0.001994031562629057,0.0004824723208205224,0.0,0.0,0.02256170711968744,0.022960499994237167,0.00015117636879141997,0.0008434999882127389,0.0,0.0,0.01038242080985375,0.003165215160304906,0.0,0.023780414452646732,0.0
