component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euchirella sp.,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas nauplius,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Turborotalita quinqueloba
component_1,10.842930495872876,0.0450434241460895,0.03464688553974071,1.1959780554336634,0.21317952089962078,0.0,0.018033518344362877,0.1787668776011225,1.8840571628915082,0.0027507017000803166,0.013941059692233679,0.022794065157870483,0.0,0.0392802516871655,0.0,0.0,0.020927484321924716,0.006807791634605737,0.05127295975560727,0.08742112522506947,0.05498495647550789,0.515003115905156,0.07705193989487491,0.0231161541253118,0.037926958744673354,0.3624231597779331,0.030568583474255926,0.0,7.269580784902768,0.22466060065321258,6.23759041467789,0.0,0.0,0.0,0.012818689536363666,0.0,0.0008073014966535472,0.0,0.04987576743155492,0.12648697138945159,0.06415841874239465,0.0,0.03339395033658719,0.0,0.02158220806864659,0.1955093877828123,0.009707464990652764,0.0,0.0018251239908233803,0.16435269804064329,0.010549341090837772
component_2,5.881071785099437,0.0,0.025323934977557132,6.104717109721466,2.373126611578475,0.02552469361394538,0.024178972699106235,1.6235845940815903,0.5479116399397224,0.06455485963197445,0.03216771479380303,0.1602427857182595,0.03458027433542012,0.029618771746144825,0.15975621703356385,0.11621413570413633,0.028576428140066293,0.24441277973052866,0.17981099088328387,0.03353944018681702,0.0,1.667524302082221,0.0,0.0,0.0,0.4243783387998792,0.0,4.779334599362774,0.20596717382101015,0.21451540666489943,1.6101904810481595,0.28168059784591604,1.0956515217199287,0.09212157680398941,0.20915932740862542,0.03699731233448173,0.1955730891883638,0.3961922542239507,0.04553897925288239,0.020421100289176028,0.0,2.8929881718786743,0.0,0.02552469361394538,0.0,0.525441119696845,0.006635756502179553,0.23392785185696535,0.01805857117627256,0.39428227022498646,0.014219221811388969
