component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euchirella sp.,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas nauplius,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Turborotalita quinqueloba
component_1,0.35925387373068957,0.001492403240686313,0.0011479394659583359,0.039625795763883344,0.007063179895176113,0.0,0.0005974963433245059,0.005923001470625332,0.062423607193318915,9.113774561292115e-05,0.0004619027762146086,0.0007552253709595964,0.0,0.0013014546745551791,0.0,0.0,0.0006933807989409686,0.00022555945712410554,0.0016988036045099465,0.0028964842940712434,0.0018217914998402262,0.017063363492251953,0.002552926802974004,0.0007658969979042913,0.0012566166363451436,0.012008001354384557,0.001012814942580919,0.0,0.24085970654967898,0.007443577277383699,0.20666724001148876,0.0,0.0,0.0,0.000424715797435256,0.0,2.6747952507097806e-05,0.0,0.001652511068100749,0.004190835168169664,0.002125731643711459,0.0,0.001106426534981071,0.0,0.0007150734624070705,0.006477723428959103,0.00032163301271039934,0.0,6.0471001265911113e-05,0.005445423029472093,0.0003495265097966225
component_2,0.1778089059135434,0.0,0.0007656463543250242,0.18457062077383052,0.07174934464635999,0.0007717161107900503,0.0007310294515762017,0.04908761716923183,0.01656561470339715,0.001951758009763805,0.0009725618700517719,0.004844796229369668,0.0010455034338043322,0.0008954968738909785,0.004830085263641155,0.003513629670971812,0.0008639825542303373,0.007389600151673437,0.005436423279374449,0.0010140347512302692,0.0,0.05041609464599853,0.0,0.0,0.0,0.012830696660870245,0.0,0.14449887489225224,0.006227231900825916,0.006485680017939057,0.04868265823127246,0.008516359049885036,0.0331260364536148,0.0027852128627385664,0.006323743788057074,0.0011185803996821325,0.00591297611820034,0.01197851579255804,0.0013768300019547646,0.0006174135655288112,0.0,0.08746689046814136,0.0,0.0007717161107900503,0.0,0.01588623877232669,0.00020062611827841823,0.007072597805518742,0.0005459846267053486,0.011920769147460345,0.00042990535834486784
