component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Copepoda nauplius indet,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma borealis,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.6673589783123312,0.0,0.0,0.04405790542769356,9.053449517783663e-05,0.0022695363697776286,0.0,0.0,0.0010698988058641867,0.0,0.0024437378960182905,7.163865158353726e-05,0.0002106725570474715,0.0004101680119420133,0.007731676404678113,0.003475434124009926,0.00014591298465842142,0.013465047951119203,0.0021594626446117537,0.0,0.0006672086438610495,3.9087307145744514e-05,0.0040778077958627265,0.012984225298952191,0.025983418302897156,0.0018113384717668194,0.01325920612858805,0.15728507548781215,0.003383842147645256,0.012915098642788643,0.0,0.002517775125593945,6.1007774267456065e-05,0.0,0.0010681007887795337,0.0,0.0,6.92349662954456e-05,0.001931769462805006,0.0002462789084159101,0.0013704793970200006,0.015122282888723282,0.0002461578242662721
component_2,0.026709208159746586,0.0005030179196382551,0.0002555470843668037,0.032386174841278766,9.65250053819055e-06,0.0010265434832924056,0.17152367110760317,9.665017472407723e-05,0.0,3.338039381488632e-05,0.0010880909338591791,4.7097661567219484e-05,9.307909172902884e-05,0.00019091929160474844,0.0,0.0015782147921947287,0.00035754048242194717,0.06991338129049099,0.0021207121640774112,0.0035259031566792897,0.0001942151520762142,0.0,0.0008029027700742043,0.0036239708968954913,0.0,0.0,0.013073439020021678,0.661718449960918,0.0,0.0002215381288673909,0.00019714440424165665,0.0,0.0,4.578667829648269e-05,0.0,0.0011228651171566386,0.004540014350943563,6.72913159370529e-07,0.00045780679436272225,0.0025148912259799726,0.0,0.0,2.7518057379003204e-05
