component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Copepoda nauplius indet,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma borealis,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,32.037794528420555,0.0,0.0,2.115080739626201,0.004346274866304915,0.10895326541285201,0.0,0.0,0.05136245892002854,0.0,0.1173161299064853,0.0034391451592224245,0.010113723370490147,0.019690869405789128,0.3711733385826807,0.16684460384974475,0.007004821053485944,0.6464143790561125,0.10366897389292631,0.0,0.03203057744673405,0.001876458031884829,0.19576265928215142,0.6233316037652293,1.247381759723063,0.08695663303525587,0.6365325639761897,7.550759178529108,0.16244756265514812,0.6200130515638262,0.0,0.12087042321141211,0.00292879035142353,0.0,0.051276141804669766,0.0,0.0,0.0033237518283862773,0.0927381441426553,0.011823071721408562,0.06579238274158869,0.7259729886526267,0.011817258854221907
component_2,0.9564804637191537,0.01801351841496177,0.009151368033651103,1.1597776821014452,0.0003456646163225482,0.036761433774258,6.142414986568754,0.0034611285885271905,0.0,0.0011953815464776163,0.03896550263720394,0.0016866090865169726,0.0033332449351199276,0.006836989381147371,0.0,0.056517273266148534,0.01280384219479454,2.503660271654317,0.07594458592631141,0.12626572327262256,0.0069550170715695905,0.0,0.02875266122637663,0.12977761614031333,0.0,0.0,0.46817146137338184,23.69672534223656,0.0,0.007933477135046827,0.0070599161929810325,0.0,0.0,0.0016396616113532505,0.0,0.040210797022828454,0.16258194573609974,2.4097617827826724e-05,0.016394467868417348,0.09006048818975462,0.0,0.0,0.0009854460725715873
