component,Acartia sp.,Amphipoda indet,Calanoida indet (small),Calanoides brevicornis,Calanus australis,Calocalanus sp.,Centropages aucklandicus,Chaetognatha indet,Cirripedia nauplius,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Eucalanus hyalinus,Euchirella rostrata,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Isopoda indet,Limacina sp.,Metridia sp.,Microcalanus pygmaeus,Munida gregaria,Mysidae indet,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Paracalanus sp.,Pisces larvae,Rhincalanus gigas nauplius,Squilla sp.,Subeucalanus longiceps,Thalia sp.,Themisto gaudichaudii
component_1,9.207888015754039,0.026959892306811336,4.181906864963637,0.055571806679132675,0.19181510532609303,0.0005809740879904571,0.9126349441627243,0.027835035084546877,0.0,0.0716750657740539,0.0,0.0,0.02177296467336886,0.02571662056877673,0.007847417923524417,0.0,0.3668526831688887,2.948272984454622,0.00804139711821944,0.0,0.0,0.0,0.0,0.0,0.01298409408570613,0.047113175989044284,0.0720450507788051,0.0,0.3132021537368201,0.0,0.0,0.0,30.338041256832103,0.0643448859614018,0.0,0.00804139711821944,0.0,0.0,0.0005809740879904571
component_2,0.0,0.0,17.34312394360087,0.21507843618533162,0.500502192947956,0.02092539963954847,0.0,0.2318684928832733,0.0012035218637643109,0.3511606637499321,0.08913726558092425,0.8113781063937775,0.14568800935471735,0.014024422470201433,0.04384440919191195,0.21052691946585994,2.335418570323379,2.419968401615762,0.0,1.047130452929568,0.028210933955255195,0.042086341643686895,0.325438845814531,0.06317711808924309,0.0007409121134678464,0.2340124007651546,0.00395499564042332,7.09163268832239,2.238856307369434,0.08417268328737379,2.8276271431543125,0.2154674868993374,0.0,0.0033190673176630506,0.06317711808924309,0.0,0.16834536657474758,0.042086341643686895,0.02092539963954847
component_3,21.76207387544635,0.0,5.038755230385165,0.0,0.062090850798828444,0.0,1.331088157118736,0.0,0.023317898750913526,0.09712942389304714,0.20304845887465345,0.028287058314799995,0.13135017914399372,0.11546328232767558,0.0,0.0,2.161252569391198,0.0,0.014274503040442964,0.0,1.5521835640000698,0.0,0.0,0.0,0.06204693720239544,0.009084431294149029,0.04749977464004715,0.0,0.0,0.0,2.135879233319947,0.0,10.948242879968378,0.0012826157123558791,0.0,0.014274503040442964,0.0,0.0,0.0
