component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia spinifera calyptopis,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea curvata,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Triconia antarctica
component_1,0.0,0.00017995076915201566,0.0,0.00026053535278281327,0.0,0.0,9.093838775605444e-05,0.0022575576855778418,0.0002550486336096604,0.0,0.12412345822087506,0.03076365513501065,2.0063334884540286e-05,0.0,4.857894495741833e-06,0.0,0.0,0.0,4.324037748980514e-05,0.00019996850435059532,0.0001752268133949649,0.004142961848125196,0.0016224976570703377,0.0,0.0,3.8509933017434715e-07,0.0,0.0,0.0002929720841279131,0.0,0.0,0.0,0.33209153608915465,0.4963447740054797,9.64888909282618e-06,7.889815092622852e-06,0.0,0.0,0.0,0.0,0.0,6.20502036189955e-06,0.00013851018709829763,1.842966177544169e-06,0.0,0.0,0.00022755575956512008,0.004779807903027053,0.0,0.0,0.0,1.147894360167451e-05,3.9402062442806195e-05,1.533380430010605e-05,0.0018349521630469147,0.0,5.7744593525249376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,0.6069466346714919,0.0,0.03619094479576353,7.650524041696104e-05,0.00015819786646034586,0.003736606812356061,0.01582021225458454,0.006778304893338097,0.0030076472612477196,2.6743276350430537e-05,0.0,0.07296841130450168,0.00024459488715331494,0.0010454750254533546,1.097089544089038e-05,2.5927657335474532e-05,2.5927657335474532e-05,0.00010904371336020473,0.00019617421202102215,0.0019877642293525963,0.00023763057708328577,0.01647681063671638,0.005909455249677825,2.3916248905329303e-05,2.257832658097898e-05,7.816112904499314e-05,0.0018038836292509678,0.04135064539853484,0.0,0.003480989613165764,0.00010908257707478963,0.00404584092716225,0.0015410647295695636,0.15701202825680743,4.50885114005159e-06,2.504882760211939e-05,0.005330093451261278,0.00015905149683661238,0.0011962958540052983,7.444387240004455e-06,0.00013115761634156686,1.3626914825493474e-05,0.00023795063251812027,1.2707389910136488e-05,0.00026303995551230905,0.00015881043420426226,0.0005580083810127215,0.0024102897736606307,0.0002176105119108408,0.00035624996639681993,2.6732529091845688e-05,0.0001738978075093239,0.00012528608029902327,1.1153222435140466e-06,0.0,0.005836957712563106,0.000313393182916498,7.587040708636493e-05,0.0004331890678647087,9.455925810614018e-05,7.372668139771917e-05,0.00027862697373185705,1.1620777103015825e-05,2.4955802170672437e-05
