component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia spinifera calyptopis,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea curvata,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Triconia antarctica
component_1,0.0,0.009692310607436775,0.0,0.014032668908772254,0.0,0.0,0.004898023522903805,0.12159409157258076,0.013737149269192095,0.0,6.685401326235161,1.6569581913634777,0.001080629298992957,0.0,0.00026165057572558807,0.0,0.0,0.0,0.0023289657020580416,0.010770483866247106,0.009437874092889584,0.22314365899080083,0.087389186088333,0.0,0.0,2.0741796994557685e-05,0.0,0.0,0.01577974049267366,0.0,0.0,0.0,17.886749431772756,26.733576859430915,0.0005196978626158468,0.00042495255159673035,0.0,0.0,0.0,0.0,0.0,0.0003342079889761146,0.007460283509634808,9.926381929864885e-05,0.0,0.0,0.012256358295157869,0.2574447614663075,0.0,0.0,0.0,0.0006182662478018764,0.002122230594339302,0.0008258925192185699,0.09883217725518377,0.0,0.0031101758496742187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,28.44689578755109,0.0,1.6962282616746431,0.003585713268713926,0.007414553379056337,0.17513049503549535,0.7414752856924327,0.3176914112414523,0.14096499316243094,0.0012534268284890284,0.0,3.4199461263769986,0.011463883095396265,0.049000220775020635,0.000514193343327531,0.0012151996964886072,0.0012151996964886072,0.005110754344859759,0.009194461336106467,0.09316423990590263,0.011137473833894155,0.7722493021937163,0.27696942044957296,0.0011209272798872493,0.001058220388113755,0.0036633228781039104,0.08454596612426356,1.9380575378538298,0.0,0.1631500087596175,0.0051125758427898235,0.18962394492933732,0.07222794436888745,7.358974496383707,0.00021132470496693727,0.001174009950287467,0.24981539444238696,0.007454562060162024,0.056069020810021096,0.00034890993033218076,0.006147207729113726,0.000638677939381703,0.011152474466702514,0.0005955808564637383,0.01232838238978078,0.007443263729816312,0.026153215713669017,0.11296752975034585,0.01019915623711109,0.016697029177687134,0.0012529231167498068,0.008150391690661282,0.0058720155386083935,5.2273880137673306e-05,0.0,0.27357154365885183,0.014688380667568585,0.00355595935532794,0.020303077018498487,0.004431884464685145,0.0034554853798934946,0.013058928137299641,0.0005446525548309099,0.0011696499545270557
