component,Calanoida indet (small),Calanoides acutus,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Limacina sp.,Oithona similis,Oncaea sp.,Polychaeta indet,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Tintinnina indet
component_1,0.012768265932853462,0.009498833881770795,0.0,0.21947781266674754,0.2912166070910738,0.00040016419929538797,0.00045867634778755856,0.00032157746208270253,0.0028825020263072753,0.009147443846646711,0.38462376855629166,0.05922705274060774,0.004999613283726209,0.0006136425445632871,0.0005634367688159666,0.0022770020442311064,0.0015236006071989898
component_2,0.02520976270813354,0.01830096861911357,0.0021543830143914535,0.056913880963862934,6.193778561102532e-06,0.006078686750117102,0.0008793424191056065,0.0,0.02649484633886765,0.6425983851421306,0.13419159453178578,0.07014580367680005,0.0,0.0,1.3283676553678909e-05,0.012757965355067536,0.004254903025509453
