component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus sp.,Chaetognatha indet,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia superba C1,Euphausia superba C2,Euphausiidae calyptopis indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Lubbockia sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Oikopleura sp.,Oithona similis,Oncaea sp.,Phalacrophorus pictus,Pleuragramma antarctica,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Stephos longipes,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,0.06466160050944719,0.004007835623071823,7.06075561216119e-05,4.939747829162944e-05,0.0006786984468837291,0.005625622694914592,3.435637347984755e-05,3.340196430643959e-05,0.003917274732908432,0.06483979106112797,0.04969247678843852,1.7051273881386334e-05,6.280844956207005e-05,1.7269159198314535e-05,0.06553772574325997,0.03418042345072928,2.980013509267432e-05,0.001052089492033384,2.980013509267432e-05,8.193427084419732e-05,0.00016738022903991132,0.2761055590852715,0.0,0.0002631305252490784,0.0001710986683155087,3.950453707363435e-05,0.0012724120033813689,0.41231799317034473,0.005293792420819418,0.0037666318241535604,0.0,0.00023841850979012307,0.003803188831168893,0.0002503556035545375,0.0,4.409767612772363e-05,0.0012045947907577534,2.0389771260737646e-05,5.617440290827111e-05,8.857707781054886e-05,0.00012269417845941306,0.00010002291400155485,5.098102572260817e-05,3.0374161034304084e-06
component_2,0.00956989297596051,0.0,0.0,3.8969117236665414e-06,0.0,0.0,0.0,0.0,0.011073789427755833,0.0,0.03519956554946982,0.0,3.7258663465813626e-06,1.0138797376343214e-05,0.03753052293409033,0.8444747848703698,2.0375279158357116e-06,0.0003264229587733066,2.0375279158357116e-06,5.45764509321568e-06,0.0,0.0,0.00027370820463770425,5.7807037386523616e-05,5.3919833116943116e-06,6.982880701149974e-05,2.5315147777522103e-05,0.04529095745302113,0.011339883397921536,0.0,0.00036355229314933966,0.0,0.003791991654790612,0.0,0.00010647779512159799,0.0003575165004277902,7.571682197718878e-05,0.0,0.0,0.0,3.634652603569678e-05,0.0,3.233384639139528e-06,0.0
