component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus sp.,Chaetognatha indet,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia superba C1,Euphausia superba C2,Euphausiidae calyptopis indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Lubbockia sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Oikopleura sp.,Oithona similis,Oncaea sp.,Phalacrophorus pictus,Pleuragramma antarctica,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Stephos longipes,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,8.049138909140918,0.498899275627971,0.008789297245662566,0.006149046132449307,0.08448504264269159,0.7002829834867376,0.00427671477932587,0.004157908997340988,0.4876261679579237,8.071320242288795,6.1857678321922185,0.002122559153620591,0.007818456877184944,0.0021496817297461395,8.158199830200742,4.254812348605285,0.0037095497943490548,0.13096512303290364,0.0037095497943490548,0.010199257708564832,0.02083565367345385,34.369888483330485,0.0,0.03275474365432083,0.021298528610335685,0.004917563189617198,0.15839108348978417,51.32574473286409,0.6589764282915854,0.46887399218912484,0.0,0.029678567939726383,0.4734246439708707,0.031164508979295513,0.0,0.00548932160549438,0.14994913091611609,0.002538138553797603,0.00699264429869259,0.011026160779282368,0.015273090643935627,0.012450949598408789,0.006346167656518275,0.00037810051017529185
component_2,0.5656071629609272,0.0,0.0,0.00023031826895754666,0.0,0.0,0.0,0.0,0.6544916058302147,0.0,2.0803917512875403,0.0,0.0002202090137429114,0.0005992309876687634,2.218157784472013,49.91079717008323,0.00012042353940889915,0.019292500355109876,0.00012042353940889915,0.0003225619309824645,0.0,0.0,0.016176912478869463,0.003416555911074464,0.00031868113795222334,0.004127075770432675,0.0014961953023245578,2.6768209443027997,0.6702184959766875,0.0,0.021486946785368714,0.0,0.22411720248338127,0.0,0.006293132406845676,0.021130214729322586,0.004475073752079967,0.0,0.0,0.0,0.002148180290644534,0.0,0.00019110198171485763,0.0
