component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Copepoda indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Themisto gaudichaudii,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.0005396787010610463,0.0001481007725368913,5.520883907881858e-05,0.0011691169221800673,0.0,0.0,0.0,0.0,0.0,0.0,1.251495369730763e-05,0.0,0.00010344565921547651,0.0,0.00017799860290486577,0.0,0.0,4.673174908096423e-08,0.9674629255979977,0.0002912469518353604,0.0,0.009521764970947318,0.014315609107333057,0.0,0.0,9.83537043882456e-05,0.0,0.0,0.00046920766541997235,0.0,0.0,0.0,0.004846865082211425,0.0007879157374434265
component_2,0.15665569343923802,0.0011432489038951787,0.036440699912787373,0.0,0.0007728473956973727,0.012015958727665643,0.004209224094568604,0.0044850405333813435,0.0007422576428249416,0.001097399545129659,0.0001581317996329331,0.0,0.0017058352299167293,0.00014535454601924473,0.0018293805163715957,0.0016332442031017221,0.0001545187031684442,1.94409413155002e-05,3.502661663413888e-05,0.0,0.0006652548821359011,0.0022304685752039637,0.04155492241458661,0.7038715926485366,0.0005401185971585431,0.0005220754981382548,0.0010580304642103552,2.8487464595315836e-05,9.780781349180355e-05,0.0028794910536601016,0.0023043086593435218,0.020412854384808502,0.000591284792782317,0.0,0.0
