component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Copepoda indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Themisto gaudichaudii,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.02170455865403127,0.005956251187816831,0.002220364605183199,0.04701902587778325,0.0,0.0,0.0,0.0,0.0,0.0,0.0005033208574688092,0.0,0.004160331644611759,0.0,0.0071586688699935746,0.0,0.0,1.8794367592033754e-06,38.90899487594783,0.011713240742112132,0.0,0.38294212073870454,0.5757388181660849,0.0,0.0,0.00395554566363081,0.0,0.0,0.01887038579622749,0.0,0.0,0.0,0.19492907031203047,0.03168804569117267
component_2,5.427230736461402,0.03960708643540189,1.262463446319337,0.0,0.02677477625254531,0.4162847778024289,0.14582572698870536,0.15538120129980298,0.02571501491629736,0.038018666355184444,0.005478369438980442,0.0,0.05909750988229264,0.005035710113823715,0.06337765292256363,0.05658264276656596,0.005353196151273027,0.0006735182867397626,0.0012134734858186421,0.0,0.023047306258992557,0.07727307793478624,1.439642232136228,24.385156123456614,0.01871204414903848,0.018086953164893,0.03665475112592815,0.0009869289782022627,0.00338848566557009,0.09975802352725359,0.07983121779824766,0.7071895588596264,0.02048466245266145,0.0,0.0
