component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii
component_1,25.099508740779996,0.07120602595099204,0.1945304685553464,0.05163507432915358,0.052827866852070374,0.5410434664508336,0.09829928653995844,0.2226585454751083,0.0,0.03922767115778173,0.0038797594493967464,0.016459083658654783,0.00659465631333486,0.09293065472273698,41.49118529476049,1.409728793508136,0.003917267330111818,0.009570661505784953,0.01236750190234594,0.05697697399922866,0.0,3.551150039884052,15.802337528769007,0.017825620145674428,0.0,0.0386355454382637,4.388752437681278,0.0,0.012931210552819756
component_2,8.301300047220527,0.10924844447704431,0.0,0.07539204352172424,0.0,0.17316381649125617,0.010977124655762201,0.37046856550213647,22.421700131674697,0.0,0.0,0.0,0.0,0.0,3.944580714018809,13.938106567565622,0.0,0.012978925093477443,0.0,0.04623680530859731,0.004891183178072143,0.0,21.954794730581217,0.0,0.005764134060071388,0.0,0.0,0.008027626221362154,0.0029465521648856983
