component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii
component_1,0.2690592400021408,0.0007633073389527726,0.0020853085439765193,0.0005535125806619423,0.0005662989603879646,0.0057998244266378104,0.0010537390035137387,0.0023868331306492745,0.0,0.0004205089230140309,4.158986295814541e-05,0.00017643646280352223,7.069274678106935e-05,0.0009961888732896351,0.44477311876859216,0.015111871778357634,4.199193624107352e-05,0.0001025946339292464,0.00013257592795686013,0.0006107761502497757,0.0,0.03806726819765966,0.16939634036900153,0.00019108532595180053,0.0,0.0004141615120856093,0.047046115827818064,0.0,0.00013861871638931624
component_2,0.11629634206147174,0.001530506594908595,0.0,0.001056198286080682,0.0,0.0024259234482290324,0.00015378307452522115,0.005190047194003644,0.31411486071823896,0.0,0.0,0.0,0.0,0.0,0.055261260934690956,0.19526469346371722,0.0,0.000181827123905328,0.0,0.0006477505084036459,6.8522605944457e-05,0.0,0.30757379005135027,0.0,8.075213551191785e-05,0.0,0.0,0.00011246233236609234,4.127946665224472e-05
