component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris carpenteri
component_1,0.040342415154619705,0.00984325880538683,0.0,0.04019588718887984,0.017311159099745822,0.0013594122545642893,0.011612808815691154,0.0,0.00012360082068817215,0.0003906173987397256,0.0,0.02204785407032385,0.0,3.851809533783267e-05,0.0,0.0,0.003899998725046679,0.7274575253183684,0.03398031830270796,0.0009988934684206374,0.0,0.06147351095199115,0.00016780437352548503,0.021789252004876178,0.0015535244881076534,0.0,0.0,0.00025056746644622457,0.005039472375844182,0.00012360082068817215
component_2,0.5887635881149548,0.0,0.004549323777505259,0.052365821322412485,0.028453397896740302,0.005347140502403732,0.00025391671657619576,0.09053564495665443,6.502800804745067e-05,0.0007751332839090475,0.0008137730198358508,0.005284714151934428,0.026683235157040755,0.0014230061765614834,0.005303009334859155,0.007623839805504622,0.0,0.09702473641668488,0.0,0.000658169767481211,0.0006382334883425846,0.045946551003924876,0.0,0.0055320755106472485,0.0023870077087921743,0.0002722670669734479,0.006439078788306322,0.0012636364971398467,0.021532643518719866,6.502800804745067e-05
