component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris carpenteri
component_1,1.1471581472481351,0.2798983276235112,0.0,1.1429915461893254,0.4922520658089072,0.038655614377955824,0.33021642839917015,0.0,0.0035146554294173404,0.011107414608265878,0.0,0.6269425201533496,0.0,0.0010952826377380453,0.0,0.0,0.11089854919561797,20.685643726274808,0.9662485212557378,0.02840406991351046,0.0,1.7480321556913212,0.004771607091341581,0.6195890321398904,0.044175299536525305,0.0,0.0,0.007125019894506607,0.14330009176754915,0.0035146554294173404
component_2,22.24556139653117,0.0,0.17188947049054404,1.9785651097025085,1.075069556998968,0.20203379547119002,0.009593867593419356,3.4207554426150613,0.0024569871077544363,0.029287264711633003,0.030747209985520465,0.19967510814717854,1.008186575947243,0.053766183757547305,0.20036636457544346,0.28805551140427854,0.0,3.6659361660765617,0.0,0.02486797123225839,0.02411470841072992,1.736022474808849,0.0,0.2090212912390939,0.0901895558961805,0.010287208443041039,0.24329106862906466,0.047744636128098275,0.8135790886099719,0.0024569871077544363
