component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.061967811731492156,0.0005647156864297427,0.000388576405625485,0.0,1.3534987113198175e-05,6.7211154375807e-05,0.006059865261250286,0.04779074485482972,0.07847170075465688,0.41662047135548386,0.000291687393157808,0.00010157880096705547,0.0,0.0,0.0002048134901644144,0.0006453578167942168,3.836234975741163e-05,0.03892779411155951,0.01998117669056205,4.5456767163704365e-06,1.3831868383544436e-05,0.0,0.0,0.00023509825077619012,0.00012362978689997508,0.0008170384729905437,0.26356219630677197,0.0,0.0001463250011552312,2.1409872946669307e-05,3.897480530617903e-06,0.0007571150072759392,0.05664363491654574,5.9305949304891256e-05,0.0016938244107739782,0.00012825248958062493,5.7112906518937306e-05,0.0013191744696237754,0.0015746991457796233,0.000245862475067264,0.0003169652787486126,1.1462102268484376e-05,1.3020409199210299e-05,0.0,0.00011619487792231283
component_2,0.20091305976478652,0.0,0.0,0.4778229902189637,7.110285251543322e-05,0.0002586235548639868,0.11317745498335913,0.0,0.0,0.1138908412837406,4.3171658154017685e-05,0.0,0.0010067894217971381,0.022562331463080523,5.93460484237825e-05,0.0010104347025844253,0.0,0.0,0.0,6.777298714138671e-05,0.00010925763353448056,0.0015445965082038359,0.0068437954933845985,0.002470321864064523,0.0002656461828921272,0.0013659289473254576,0.0,0.02995152742379548,0.002725457287128919,0.0002791819980959848,0.0,0.0,0.0,9.517710555795104e-05,0.0,8.737477679390203e-06,0.0,0.0013736536983402225,0.0001727440494508912,0.0,0.0,0.0,0.0,0.021910055391135608,0.0
