component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,4.83398215092504,0.04405231477879436,0.03031205002369982,0.0,0.0010558366398623342,0.005243004577981651,0.47271768505918843,3.7280581829913957,6.121416751722504,32.49971018774736,0.022753936483739478,0.007923954341243438,0.0,0.0,0.015977081133886285,0.05034304230171461,0.0029925683804746797,3.0366775371306525,1.5586906940522134,0.0003545989360738254,0.0010789957400741696,0.0,0.0,0.018339533319170775,0.009644106617588244,0.06373549887752726,20.55994744700756,0.0,0.011414513826684085,0.0016701403645850545,0.00030403447841954526,0.059060991974796716,4.418654015677361,0.004626335711606488,0.13213177518613942,0.010004714191470643,0.004455260932825348,0.10290610015000097,0.12283905710207838,0.019179228422768587,0.024725812597237547,0.0008941351361253998,0.0010156954700844525,0.0,0.00906412458679617
component_2,11.856022475085288,0.0,0.0,28.196674311668584,0.004195829870156606,0.015261559814198267,6.6786820703769845,0.0,0.0,6.72077950307072,0.002547590236094957,0.0,0.059411359453085545,1.3314192179929685,0.003502052503424093,0.05962647006357881,0.0,0.0,0.0,0.003999332147410646,0.006447370620286914,0.09114773792028309,0.4038572369533761,0.1457754492183431,0.01567597008615008,0.08060443814762198,0.0,1.7674609242195762,0.16083117189552087,0.01647472816321792,0.0,0.0,0.0,0.005616468655296482,0.0,0.0005156047688671085,0.0,0.08106028119611625,0.010193749152617145,0.0,0.0,0.0,0.0,1.2929279433192715,0.0
