component,Calanoida indet (small),Calanus simillimus,Calanus sp.,Eukrohnia hamata,Foraminifera indet,Fritillaria sp.,Limacina sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,17.06993136945641,0.1587534304767552,0.052917810158918395,0.0,1.6103021675905247,0.0,0.8058574994975893,0.06782085148079861,6.789915728184521,0.0,0.052917810158918395,0.05606791207576058,0.2578020700221965,0.05137157524639192,0.28742388851902007,0.22002942649862617
component_2,3.6509226049386214,0.0,0.0,0.035053205469880194,3.7170210507538077,0.17503345014066113,0.0,0.11547741953099863,2.964100881583107,0.12686317267436883,0.0,0.01695185572858526,0.12032417114107107,0.04337860891171236,0.16923776644749133,0.0
