component,Calanoida indet (small),Calanus simillimus,Calanus sp.,Eukrohnia hamata,Foraminifera indet,Fritillaria sp.,Limacina sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,0.621151416856043,0.0057768198440351455,0.0019256066146783816,0.0,0.058596689776677424,0.0,0.029324050387962156,0.0024679078713263068,0.24707573121480303,0.0,0.0019256066146783816,0.0020402345078161716,0.009381064141197402,0.0018693412445418241,0.010458961534626724,0.008006569391614168
component_2,0.32789681956840006,0.0,0.0,0.0031482000121568154,0.3338332560548641,0.01572011182641101,0.0,0.010371263018547848,0.2662119571190777,0.011393840774387393,0.0,0.0015224808029801874,0.010806559684664792,0.0038959215076790335,0.015199589630831144,0.0
