component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,54.43970144505421,0.03134608618886582,0.0,1.4596864574262147,0.0020791952924115935,0.0061053304599123165,2.4098814028463114,0.28691642081992075,0.0,0.23960805803821883,0.04331425207401385,0.00048030156019385895,0.001050298798822065,0.00636886448706975,0.0,0.008804124105998545,0.0014869738343025766,0.001481117724830147,0.0,0.0,0.00130509058136982,0.0021105887755187036,0.032392119059775105,0.12481379910028355,0.007884943972255132,0.0,1.5768807899168908,0.0,0.0005332359998253142,0.061510429262721086,0.6292873495033258,0.14209159622167952,0.20382616706312973,0.6605874295430488,9.49611979417577,0.0044046946896301965,0.1746348109019675,0.005323543289144587,0.004086265763352292,0.0007673600202435999,0.0,0.010215175245315082,0.0038611852602711016,0.001149837019109772,0.0015852767731628608,0.010993033720005223,0.01115077923288864,4.501243790442227,0.0004430703678195112,0.024072026255808506,0.0005212214900488823,0.10316227805467117,0.1409907419901791,0.000989178486518904,0.0017022954061118693,0.0061078702829624396,0.06244273814511344,0.0,0.0,0.5171617050236733,0.0009604282088469142
component_2,3.3692474001300505,0.05313322234017894,0.00013849848254062435,0.0,0.002263634494294797,0.01018865096803245,0.0,0.0,0.0005487855884684639,0.3633145462321326,0.0,0.0,0.002163760145375865,0.0,0.005425730536239866,0.0,0.0,0.0,0.0010760968666475022,0.03490626233064765,0.0,0.0,0.0,0.0,0.0,0.0008211807434928543,10.8402794219424,0.00027349152701120475,0.0,0.0,0.0,0.0,0.0,0.4129963192530829,49.789501509573626,0.0,0.15227723298525342,0.048307908456357566,0.0,0.0003210012738322842,0.012235943595615535,0.0,0.0,0.006982799698048833,0.0,0.0,0.007191413701021096,1.1271636485556122,0.0,0.0,0.0,0.27009718799663707,0.19294261862640968,0.0,0.0,0.0,0.0,0.010236208662069013,0.002043551878658084,0.0,0.0
