component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.7027594868445513,0.00040464511854287015,0.0,0.0188430222529808,2.6840231999059287e-05,7.881341717780824e-05,0.031109043089257424,0.0037037902727330443,0.0,0.003093088893602959,0.000559141596162352,6.2001897330966815e-06,1.3558256663817529e-05,8.221536525568591e-05,0.0,0.00011365201451539885,1.9195273688274228e-05,1.911967745283374e-05,0.0,0.0,1.684735152662075e-05,2.7245488962139493e-05,0.0004181483065484966,0.0016112153277578806,0.00010178636239092507,0.0,0.020355878252849985,0.0,6.883517867608061e-06,0.0007940351720680693,0.008123440119543525,0.0018342535795582051,0.002631182184482573,0.00852749134692048,0.1225849535619676,5.6859991837311126e-05,0.0022543523722026487,6.872136420237268e-05,5.274940814769665e-05,9.905813583413927e-06,0.0,0.00013186720578676095,4.984385476210913e-05,1.4843190760699207e-05,2.0464261596639047e-05,0.00014190854341354162,0.00014394487265017176,0.05810633953468869,5.719574061939571e-06,0.00031074462882414337,6.7284231389256136e-06,0.001331716884240959,0.0018200427052461792,1.2769257492811782e-05,2.19748494995778e-05,7.884620363137067e-05,0.0008060703025772244,0.0,0.0,0.006676015569352613,1.2398121541528172e-05
component_2,0.05050128094741329,0.0007964080610225238,2.075938613859139e-06,0.0,3.3929369969751944e-05,0.00015271657551531545,0.0,0.0,8.225687191171439e-06,0.005445682015171307,0.0,0.0,3.24323642722777e-05,0.0,8.132568185554803e-05,0.0,0.0,0.0,1.6129498293030956e-05,0.0005232061500488516,0.0,0.0,0.0,0.0,0.0,1.2308588391026917e-05,0.16248376317359328,4.099334599708173e-06,0.0,0.0,0.0,0.0,0.0,0.006190356679667534,0.7462893950350991,0.0,0.0022824667979520165,0.0007240819587312788,0.0,4.811453000944959e-06,0.00018340322089586855,0.0,0.0,0.00010466442129986213,0.0,0.0,0.00010779131378429653,0.016894932704324767,0.0,0.0,0.0,0.004048457223295021,0.0028919958177027385,0.0,0.0,0.0,0.0,0.00015342941259212343,3.063057570386271e-05,0.0,0.0
