component,Calanoida indet (small),Calanus simillimus,Calanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Egg indet,Eukrohnia hamata,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.0764799803300509,0.0,0.0002636216918010883,0.00011324824325961906,8.800196570857872e-05,0.0073746114289124625,0.03924404991648505,0.036756682329934516,0.2026972015022593,3.5503196145031527e-06,0.00012721918835292825,4.1171433314968355e-05,0.00011206419209665575,0.0006945663969844367,0.11295524428220854,0.06335885365600098,9.850223738717395e-05,3.0995469889754545e-05,4.299902384239529e-05,0.0024158845913956665,0.00010808137582807508,0.000970200225883577,0.00032662876497643217,0.0061751558964728125,0.44085122135756755,0.00017846807632320252,0.00011667868233804678,9.463809936139801e-05,9.695288055712795e-06,1.2825629422607149e-05,1.76832401465166e-05,2.188530056503956e-05,0.00435565102652689,0.0002987729085375919,0.0016104052268839778,0.0,4.9528366312788436e-05,3.911386497132785e-05,0.00039350194125722867,0.00031761653001893554,1.202049123599884e-06,0.00016121703217817577,0.0,0.0,0.0,0.0009913809177487507
component_2,0.1013626846151818,0.5391039024678616,0.00032605098992870106,1.4466355252630182e-07,0.0009295418704728057,0.04533521709511638,0.04113974175294277,0.0,0.027320724265764,1.323369576085926e-06,5.610133013293014e-05,5.024053936971259e-05,0.00016392197629317174,0.0004553026499557027,0.08576825132174076,0.0,0.0005309424285966206,1.714456700370542e-05,1.7505616841535627e-05,0.014300953414305375,0.0009905576218994492,0.0028789930947257596,0.00039022195233059796,0.045175810778945225,0.0566456241633342,0.0004454684485285497,0.018481193986596745,0.00016721318711898167,6.353728546009455e-05,9.943600630899395e-05,8.032174711837633e-05,5.7346961202809264e-05,0.00307246562432241,0.00022455977115237925,0.0,0.0020495265567937334,5.224389944989192e-05,9.495094113268237e-05,0.00043586664459646527,0.0014501010698961157,3.837026210338016e-06,0.003721057683338272,0.0006005567980974326,0.004412979832958629,0.00039534087814860103,0.0011310931056973828
