component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda zoea indet,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.
component_1,0.4819918267884754,0.0013641576319327903,0.033568103554185755,0.00012641436713979132,0.0011344199209007172,0.015932531448976415,0.009865049786829694,0.006590871393243941,0.3040950428922092,0.0,0.0,0.0,0.00043610553714546667,0.005531353980705784,0.014502254104266131,0.0026533623432881998,0.00011610981398218277,0.0,0.00039386079124612564,0.0003097742786306353,0.0029957293876370023,0.0077077964391476204,0.0026270620037040547,0.0070875768943957215,0.001601627328059916,0.09280786446044342,0.0007476804985075852,0.00016830956514144854,0.0,0.00011458420499981672,0.00024526452801201614,0.002102997635654474,0.00028562795630029557,0.0010577566928293885,0.0002613419915463322,0.0009712189483626885,0.000390468866853222,0.0002158539652463978
component_2,0.08795121406021612,0.0,0.0,0.0,0.0,0.0,0.00467007989919861,0.0369341629740946,0.022945366417772978,6.50902204560758e-06,3.615389908122906e-05,1.0058267589349565e-05,0.0,0.0,0.030138986045530784,0.046596613662152495,8.217657679986667e-05,6.615133416147358e-05,0.0,0.0,0.0,0.0,0.005904591547347131,0.0005702158854577305,0.0009036091007555994,0.7567059933120958,0.0,0.0,6.72779034007804e-06,0.0,0.0010413254767124042,0.00485215624043085,0.0,0.000577908488217427,0.0,0.0,0.0,0.0
