component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda zoea indet,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.
component_1,22.551543017652644,0.06382651698550972,1.5705920500088841,0.00591470410939861,0.05307749680473696,0.7454548985731604,0.4615681890734797,0.30837518706263434,14.228067905077086,0.0,0.0,0.0,0.020404604880340804,0.2588022458241677,0.6785347574551592,0.12414611970659706,0.005432572336833346,0.0,0.018428048118441842,0.014493789276154844,0.14016486670465966,0.36063412968417496,0.12291557344720787,0.33161515681682047,0.07493730304029064,4.342315432403945,0.03498264490894255,0.007874906144903413,0.0,0.00536119179740971,0.011475492418660043,0.09839553081736538,0.013364025665059969,0.04949056028499922,0.012227728432545786,0.045441612650358384,0.018269345989883216,0.01009942433094683
component_2,3.073551596674994,0.0,0.0,0.0,0.0,0.0,0.16320106190864345,1.2907048162309809,0.801850984585097,0.00022746491125606133,0.0012634376390877205,0.00035149718783715597,0.0,0.0,1.0532399088770337,1.628369748516519,0.002871750566849365,0.0023117308942998188,0.0,0.0,0.0,0.0,0.20634242485427556,0.019926819247749524,0.03157761065692563,26.443920516726227,0.0,0.0,0.00023511000914306935,0.0,0.03639026039386425,0.16956391926417633,0.0,0.020195645684624675,0.0,0.0,0.0,0.0
