component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Myctophidae indet,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Turborotalita quinqueloba
component_1,13.836207508339385,0.0,0.0,0.0,0.004531781022037873,0.056778429186204404,13.050838066054757,0.0,0.0,4.200348252995182,0.04986457350838382,0.0,0.0013244136959361106,0.011225650706415846,0.4718081637158004,1.26646439643176,0.7464411325304044,0.0,0.0006342151371723611,0.0,0.0211759578694844,0.15919806859114477,0.0,2.255128913621877,0.0,0.004882220989158415,0.39837449103943745,0.2543128562247544,0.6730404921678831,1.8181764697043372,0.2595038625124976,3.4321207235226114,0.9787937125199447,0.8404595354078046,0.0399993494863606,0.05588325346371696,0.0,0.0,0.0013244136959361106,0.09944521336377954,0.0,6.276347644510934e-05,0.23616814943570225,0.4180275475499088,0.0323377335504613,0.731393478469557,0.018073498144926054,0.039150417564178856,0.030006440634224488,0.07745876055638368
component_2,4.260588725789175,0.09518034703529728,0.016658065563541172,3.789117537275843,0.02554619508979906,0.022113354597346088,0.0,0.8585308737409804,0.3067505615350999,6.861410886581047,0.03479171033001104,0.0460792416605224,0.0016676555128064417,0.00353433734360177,0.0,0.26222089057138975,0.1711521480338325,1.06987058348888,0.003106978790294997,0.009664178597952055,0.1876279843870856,0.0563307870549023,0.016425552672092347,0.0,0.03630498986479285,0.0,0.09279729420244741,0.0,0.06386493825897746,0.19325507710030926,0.01585569599885208,12.604365002249118,0.0,0.09760576230580084,0.0027497052026387563,0.0,0.08845375777758797,1.9639452426082713,0.0016676555128064417,0.009941425819102968,0.15299893823672403,0.0034904739116731775,0.0,0.051876079969711116,0.03414304410595947,0.0,0.02517396731839334,0.0,0.005583919479882378,0.0
