component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Myctophidae indet,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.2970994381585933,0.0,0.0,0.0,9.730915026344677e-05,0.0012191808630061082,0.28023550923088275,0.0,0.0,0.09019242485942396,0.001070722361198294,0.0,2.8438614028808394e-05,0.00024104397941636865,0.010130951004754448,0.02719429152829301,0.016028036653800058,0.0,1.3618252025492954e-05,0.0,0.0004547030088773903,0.003418397469527324,0.0,0.04842349558637628,0.0,0.00010483400975092386,0.00855413865347106,0.005460759869013404,0.014451933592390902,0.03904098773430186,0.005572224303948821,0.07369657747879602,0.02101725215436154,0.01804685681493223,0.0008588902885378334,0.001199959107041265,0.0,0.0,2.8438614028808394e-05,0.002135347926816857,0.0,1.3476954271958656e-06,0.005071145721543393,0.008976141000851357,0.000694375425012503,0.01570492430062177,0.0003880851122810581,0.0008406615074962746,0.0006443164897746782,0.001663241479133078
component_2,0.127020828744975,0.002837609386580352,0.0004966265061824768,0.11296486959269865,0.0007616080970091864,0.0006592649063460421,0.0,0.02559536019650139,0.009145147079869277,0.2045590769880952,0.0010372444194914736,0.0013737593183381944,4.9717773512289545e-05,0.00010536911383425202,0.0,0.007817585075277099,0.005102554854250392,0.03189602585719089,9.262828360961558e-05,0.000288117923051572,0.005593748565389258,0.0016793883935007287,0.0004896946049672874,0.0,0.0010823597857006803,0.0,0.0027665634900498007,0.0,0.0019040038613206878,0.005761508944496511,0.00047270548173586693,0.3757736292871804,0.0,0.002909918233441185,8.197689477264674e-05,0.0,0.002637069743556483,0.05855105206843136,4.9717773512289545e-05,0.00029638348775737615,0.004561353649155663,0.00010406141439791727,0.0,0.0015465803187968538,0.0010179057490257758,0.0,0.0007505108794533914,0.0,0.0001664732565447262,0.0
