component,Calanoida indet (small),Calanus propinquus,Clausocalanus sp.,Ctenocalanus sp.,Euphausia superba,Limacina sp.,Neogloboquadrina pachyderma,Oithona similis,Oncaea sp.,Pteropoda indet
component_1,0.0005955136944964461,0.0,0.1947711443880886,0.1947711443880886,4.220804909543897,0.0,0.008224821680996275,0.19536665808258505,0.1947711443880886,0.008224821680996275
component_2,0.0,0.7840650625294306,0.0,0.0,5.00426717531162,1.022141663763559,0.0254791320360124,0.0,0.0,0.0254791320360124
