component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia similis,Euphausia spinifera,Euphausia spinifera calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6
component_1,0.4094965762350257,0.0022423523329659174,0.1261022792946926,0.11688143699798234,0.0010192630109272017,0.00015827601718054827,0.0036546194103341395,0.0001885540431205854,4.462018785527776e-05,0.00010970384995254501,6.231248426091579e-06,0.0016159565612005255,1.7497307126068195e-05,2.4464529608922023e-05,0.0008808074013692777,0.00223241162517052,0.0008149827539067555,0.002217014619569289,0.011788417278545097,0.004249757009537864,0.0003293577427362486,0.00015195548380377512,0.0015965663532835595,0.007435737514217746,3.1156242130457897e-06,0.0008610498405994614,0.019524361003233875,0.0,0.0012891263720870092,0.22258201994244312,0.0015780336189461818,0.01397429977173395,0.003360666151500635,0.000585058260836729,0.0005797435796821524,0.00046453086335525583,0.0006218805620885882,0.000387726971354358,0.00018857644342397682,0.008584214831189983,0.0008308370355565295,8.006022566563653e-05,0.0008634142936144697,0.005974813942114721,7.072962821853677e-05,0.001676509392333135,0.015225924023442307,0.0003699711984137669,0.003485584153538789,8.057624793016877e-05,0.0005530372672373215,0.00294529994670775
component_2,0.0,0.0,0.0,0.18173757778222063,0.0,0.0,0.005847602488572824,0.0,0.0,0.00011155605686629569,0.00041607297198079367,0.003039989369509103,1.400532889247691e-05,0.00012326695505133985,0.0012766488092481897,0.0016096006282301436,0.0,0.0037085029752707164,0.015581686176987257,0.0,7.187348125531972e-05,0.0,0.0008629350742422746,0.0012797701644211863,0.00020803648599039684,0.0,0.011087901191809576,0.7193890573129347,0.00041540103061152734,0.0,0.0012093176284915165,0.000580206538307102,0.0008847256644869638,0.0,0.0004435192412877671,0.0007205470621898942,0.0005505469983117188,0.0027902446043000556,0.0,0.0,6.601553410743171e-05,0.00018198312595761314,0.0007377387711683652,0.02727855064992685,0.0,0.0,0.0017056212825492499,6.707354628235442e-05,0.0,0.0,0.0019820066276503554,0.014020418440888355
