component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Egg mass,Eukrohnia hamata,Euphausia triacantha,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia
component_1,0.1349908174188082,0.00042521550243502284,0.0,0.0032599526470158476,4.054722502300763e-06,0.0,0.0,0.005659751590895032,0.0015320814558020058,0.00044577189443018153,0.020938089900899105,0.005055021749691003,0.8231068487833928,0.0,0.0,0.0033686896676366077,0.0007574328179564537,0.0,0.00025849063142253297,0.00019778121711292262
component_2,0.2863384168068081,0.0005050687482360855,0.0003365828325120278,0.011605566927759048,0.00024642657008704024,0.0007998015594012473,0.0026909955341691627,0.025606911942026085,0.022009516284917718,0.0,0.5022216470615513,0.06764800970527729,0.0,0.0349943520211069,0.0007813293718921513,0.041651069680180126,0.0,0.0008352009508909758,0.0,0.0017291040031848998
