component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Egg mass,Eukrohnia hamata,Euphausia triacantha,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia
component_1,5.066960922089439,0.0159607177399364,0.0,0.12236426881573854,0.00015219642981591526,0.0,0.0,0.21244215486766144,0.05750759210474303,0.0167323141857559,0.7859237045872537,0.18974325925096416,30.895806968485978,0.0,0.0,0.12644577780134944,0.028430693013632387,0.0,0.00970260017080029,0.007423836060828513
component_2,7.4075579586287414,0.013066098735103142,0.008707378030222437,0.3002353320900111,0.006375040837420864,0.020690819180800617,0.06961589579234982,0.6624493020090997,0.5693848884828879,0.0,12.992444395599433,1.7500500221589776,0.0,0.9053018233173481,0.020212944779166946,1.077510716639133,0.0,0.021606599351287746,0.0,0.04473181860445553
