component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.39719527789174247,0.0006020976062083199,8.368284700438179e-06,0.0,2.778973492640997e-05,9.241777314511648e-06,0.010155432421120702,0.02132766536785963,2.603560005996836e-06,0.055160847899887976,0.02521681871243447,0.0009623961552046852,1.636814764351201e-06,0.0,9.7089292654583e-06,0.00024761020085010396,7.562898805151379e-05,0.0028288657009132682,1.0202907974845302e-05,0.024538381847685108,0.0017212012045959156,2.0557698836330207e-05,8.165955277389653e-06,5.2410753206382635e-05,0.023796983426173195,0.0,0.009453494428702811,0.40804785497173696,2.6604468776347575e-05,0.0,0.0,0.0,0.00016359722473784227,0.008566123036927801,0.00017404448884655825,0.00033402263509232244,0.0005128720361734895,4.746668847633612e-05,0.0013817538316750523,0.0,0.0030008315345053846,9.101422055750366e-05,9.929626785410267e-06,0.004210496968006704
component_2,0.0,0.00013201360321295514,2.254851335757127e-06,0.650866847859587,5.8124397312838894e-05,0.001325253371124836,0.016002457508475156,0.08273954080791777,4.0421609010057405e-07,0.0,0.062016245899558176,0.0,0.0,0.0007186531461225722,5.4945154704212585e-05,0.0,0.0,0.01058069942549501,0.0,0.025767406137094818,0.0,2.684425096097856e-06,6.825566618541843e-06,0.002016403200628473,0.0,0.008428475883988401,0.0,0.11469530554736464,4.333329675779889e-05,0.004505470935209304,0.0002397115359340095,0.0010819016470775791,0.0,0.0,0.0,8.372155190021458e-05,0.0020422430537157922,0.0,0.004739993760517037,0.00012330575947125822,0.0109905371860768,0.0006953297747803623,3.991049683224614e-05,0.0
