component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Cyllopus magellanicus,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba F1,Euphausia superba F2,Foraminifera indet,Fritillaria sp.,Hyperiella dilatata,Hyperoche sp.,Limacina sp.,Metridia gerlachei,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vanadis antarctica,Vibilia antarctica,Vibilia sp.
component_1,0.0,0.0,0.019125958227590983,0.01079947573807359,0.0003991825160394438,5.867146191561559e-05,0.012017686755673187,0.0009261691184145899,0.0,0.009826547769659511,0.3305627988605085,0.004161378804668189,0.0001885520782854886,1.8266211127523806e-06,0.00012153882331591954,0.002888376364142192,0.005291159564548957,0.054502768811751916,0.022921198865769626,0.024394234568498735,0.0024816117736656345,0.004135068362141796,0.05641349501540411,4.622428697426591e-05,7.428746408123833e-06,0.027624185658954803,0.012872032564302017,0.004214441259367915,0.3665356232751233,0.0008758522518688746,0.00020493273148765648,0.00043592990161937144,0.0006407378972751945,0.0010264201099793955,0.011602577202269893,4.622428697426591e-05,0.001054797999014126,0.008776298827474435,0.0004664605648795524,0.00013115963452874348,2.6838202393548657e-05,1.4128258499009556e-05,0.00010739418605966923,0.002072612053365268
component_2,0.22293083257345767,0.03164021334345803,0.08535747622696475,0.006329481096464089,0.0,0.0,0.004530527045728763,0.0,0.0005734324051736583,0.0,0.23867203302636059,0.0,0.0,4.4043703654747613e-07,0.0,0.0016233719874591723,0.0028983664823550104,0.1637662100412543,0.14724015920555864,0.033948425289642446,0.006158088290467271,0.0028990075658493577,0.010748040232497195,0.0,7.435199358695538e-07,0.00454227271432556,0.005297661528027613,0.0,0.0,0.0007935497056291961,0.0,4.647493802405327e-05,0.0,0.0012943915621226128,0.0015064922194359428,0.0,0.0016050243583449132,0.025323900895257906,9.257582787872025e-05,6.829603440566516e-05,0.0,0.00011251144688422699,0.0,0.0
