component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Cyllopus magellanicus,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba F1,Euphausia superba F2,Foraminifera indet,Fritillaria sp.,Hyperiella dilatata,Hyperoche sp.,Limacina sp.,Metridia gerlachei,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vanadis antarctica,Vibilia antarctica,Vibilia sp.
component_1,0.0,0.0,0.8760198095191942,0.49464474231291855,0.018283622054543817,0.002687309167986403,0.5504420503950976,0.042421011540518354,0.0,0.45008205094739684,15.140656308355247,0.19060222888826225,0.008636187203725094,8.366411032670269e-05,0.005566801703916999,0.13229532775437247,0.24234919572213579,2.4963719247207306,1.049851935542588,1.1173208926721812,0.11366442650340236,0.18939714056923168,2.5838882721397094,0.002117195415178806,0.0003402563644640315,1.265261252331433,0.5895733631184977,0.19303263059182857,16.78830744387315,0.04011636508451006,0.00938646473372943,0.019966750153695336,0.029347501654218743,0.047012773871569574,0.5314289276236926,0.002117195415178806,0.04831255674524015,0.40197785311675094,0.021365135818633973,0.006007460472789554,0.001229261126102302,0.000647111855618603,0.004918939657608473,0.09493115035548831
component_2,9.931337937825026,1.4095387681971758,3.8025872515885553,0.2819718341084433,0.0,0.0,0.20183029241934228,0.0,0.025545820353956052,0.0,10.6325921315145,0.0,0.0,1.9621014284086806e-05,0.0,0.07231954243450495,0.1291192280208615,7.295615218144452,6.559396751939744,1.5123672222295657,0.2743364619312654,0.12914778762724358,0.47881407199740544,0.0,3.312304386696886e-05,0.20235354980278228,0.2360053398971644,0.0,0.0,0.03535181834692271,0.0,0.0020704104041071106,0.0,0.05766380486231331,0.06711266969764024,0.0,0.07150217454066934,1.128153583744072,0.004124157349273538,0.0030425176709125215,0.0,0.00501226854976518,0.0,0.0
