component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.0015774141611877939,0.0,0.18130691972107202,0.0002946795617581517,0.003024755783858552,0.04751295884651088,0.006090120668656586,0.603543015436849,0.00016786900622769264,0.0,0.0,0.0,0.0,0.004239421752937639,0.006120717797661304,0.0013147542514244204,8.325003974455872e-05,0.0005798932386734466,0.025275936126581407,0.000268298171004743,0.0,3.954271230085565e-06,0.0003029924044429166,0.11558261663830967,0.0009268592098334368,0.0,9.820442510193558e-05,7.632483764198153e-06,0.00124704925373054,0.0,0.0,3.5618383692890614e-05,0.00011657878296040369,6.756874794721995e-05,3.356704678909237e-05,0.0,0.0,0.0,0.0,0.0,0.00017735378804935152
component_2,0.55858942095446,0.02430001511307313,0.008922966365893946,0.08374610285708596,0.0003687254246339557,0.0027855044106695013,0.028264067028089285,0.0014681633517338575,0.0,0.0007671855123704854,0.0013842700311308097,0.0016491201923565348,0.001491293276565513,0.01086630365754688,0.005218704482046816,0.011630866742953135,8.579961066062486e-06,2.4836696058841368e-05,0.0013361318486637976,0.0,0.000245697636905088,0.031316113628830924,7.214481502765476e-05,0.00033370670835911715,0.18430528373050384,0.0011423689065378519,0.0012979041058007288,7.096010209313562e-05,3.880186880078375e-05,0.0013742531193066628,0.022637513815474086,0.006000504092050591,0.00045446261843043874,0.00012106555297020709,0.0014767220508746656,0.00016907625365237313,0.0025156867293296007,0.00016655178950778762,0.002545700048850784,0.000866853124132773,2.6371396162975172e-05,0.0
