component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.06860528719952898,0.0,7.885445436447589,0.012816276450203947,0.13155342735340603,2.0664453683551116,0.26487303577797094,26.24944223914907,0.007301000376133487,0.0,0.0,0.0,0.0,0.18438198038060563,0.2662037736872015,0.05718161738059592,0.003620731337765455,0.02522086029346892,1.0993072712719385,0.011668890472638142,0.0,0.00017198014324949255,0.013177820662158628,5.02694777620946,0.04031119020528511,0.0,0.004271131167802944,0.0003319538733532502,0.05423697485999468,0.0,0.0,0.0015491235611792282,0.005070273288498697,0.0029387167128897963,0.0014599063087348228,0.0,0.0,0.0,0.0,0.0,0.007713514855152616
component_2,20.34532837249877,0.8850718763835341,0.32499842274255103,3.050258201512521,0.013429971213290266,0.10145555893500346,1.0294533037274856,0.05347445614787068,0.0,0.02794295879275839,0.05041883588028334,0.06006539075137161,0.05431691019063997,0.3957799911969682,0.1900792467298263,0.42362743414979354,0.0003125052476182276,0.0009046192391929851,0.04866551386449373,0.0,0.008948968447414482,1.1406170457728613,0.002627708110910475,0.01215449542540734,6.712893903139926,0.041608146617477366,0.047273156701410274,0.0025845576809600595,0.0014132683731633378,0.05005399302308707,0.8245191098066759,0.21855449024560897,0.01655275029948464,0.004409532900870705,0.0537861869790125,0.006158211687345707,0.09162807362712462,0.006066263916658552,0.09272123940918295,0.03157312115054457,0.0009605171427346563,0.0
