component,Calanoida indet (small),Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Neocalanus tonsus,Oithona similis,Subeucalanus sp.,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.46309302950239106,0.0019944899377876356,0.0006505638537564311,0.004696149858044231,0.05089102689834179,0.02250189897237358,0.00016937085208825934,0.001706368082923621,0.0007291674878023514,0.1493499887641214,0.010704404422774455,7.883409709173398e-05,0.0,0.0025873899833373914,0.0209449634215558,0.23245995473088368,0.02334800755227151,0.002117679032373529,0.0009933792841266638,0.0056088207529907995,0.00214171834120256,0.002251574296302417,0.0009812198754592816
component_2,0.19794953144452465,0.0,0.0016473423766256237,0.0006995487413865094,0.03224177281926567,0.11130446289490795,0.0005169366293705779,0.0022274815689835407,0.0,0.029346224017417342,0.03419149755259026,0.0007357837000424103,0.0037504520705772502,0.0,0.5567625282847436,0.011554003713934238,0.016620871998974572,0.0,0.0,0.0,0.0,0.0,0.0004515621866559143
