component,Calanoida indet (small),Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Neocalanus tonsus,Oithona similis,Subeucalanus sp.,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,16.56359200450704,0.07133754015280087,0.023268919115625928,0.1679686483820562,1.8202351418251577,0.8048323990225549,0.0060579397933502085,0.0610321964151131,0.026080359671764725,5.341847365797685,0.38286775272906864,0.0028196835993715484,0.0,0.09254397995711473,0.7491450023265419,8.314467293290695,0.8350954270020546,0.07574368270328993,0.035530504930475056,0.2006124313267641,0.07660350411745,0.08053275613295692,0.03509559558969098
component_2,5.252810398642242,0.0,0.04371405733025518,0.018563301849198643,0.8555712069627335,2.9535873909027837,0.013717486888610415,0.059108694337171266,0.0,0.7787346075268439,0.907309315555163,0.01952483667190384,0.0995224060000291,0.0,14.774311294432424,0.3065983051923187,0.441053275719336,0.0,0.0,0.0,0.0,0.0,0.011982703532514096
