component,Branchiopoda indet,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia maxima,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia spinifera,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa fusiformis,Salpa thompsoni,Sapphirina sp.,Subeucalanus longiceps,Temora turbinata,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vanadis longissima
component_1,0.00024293668523967942,0.51141929731234,0.0031456750279124693,0.00029727475297474786,2.242377797070287e-05,0.0009412867662876456,9.515273107707643e-05,0.0,0.00027128587737888056,0.0,0.031441423988853155,0.009013201870992287,0.0001479815102775792,7.2515931352244615e-06,1.28790114635479e-05,0.005311195750554302,0.009425195891357938,1.0180914969483143e-05,9.524048031206917e-06,3.738002803340053e-05,2.633047409796915e-05,3.3417563908068e-05,1.0087388915550321e-05,0.00010707424034701929,0.0,5.541691547230202e-06,0.0,1.7485277258846313e-05,0.00024721536308845856,0.0004142430477257909,0.0,0.0009926016827853147,0.011520860394734118,1.7350458388714984e-05,0.00020048574986941998,0.0002231059472377217,0.0,0.0,1.921166717705368e-05,0.0015245434042756073,0.00010477420131962899,0.007467098295586819,0.3902394671534307,0.00011312746178280296,0.0,0.0,0.0,2.803220839129296e-05,2.4696008204457403e-05,7.990382676306725e-07,2.4050086984004663e-05,2.457272869457168e-05,0.0,1.2883553061415275e-05,1.636871719033733e-05,0.00020083897036709956,0.0011197583403723518,0.0004090702498927456,0.0005389173286752722,1.2314023893986515e-05,0.0,0.005944177533299844,4.880603494331887e-06,0.0006911032939240249,0.0003270140339757376,5.960713464482398e-06,0.003521844282579007,4.918598519640984e-06,1.3589033668721836e-05,1.1363337085903321e-06,0.0019330046397274757,0.0,4.500677316629535e-06
component_2,0.0,0.02370050209374729,0.0010829058987235603,0.0,0.0001503827782146093,0.8173718655367993,4.1928626361596616e-07,0.0005886425050905294,0.0,0.003300740764965582,0.03974886745813767,0.016060335077498045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371765141098983,0.0004125166855921061,0.0015054838319995413,0.0,0.0,0.000278561321592687,0.0008340465178502492,0.0286544412977493,0.0,4.3276870392396114e-05,0.0,0.0031557737597999137,0.03985473687955935,0.00033583557100328056,0.0013830501471942022,0.003747223344984975,0.0,0.0,0.0,0.0,0.00474587513330538,0.000694114273294937,0.0010639563143279853,0.0,0.0,0.0,3.372627182078417e-05,0.0,0.0016214230547565334,9.389129756396184e-06,2.9922239485624175e-05,0.0,0.0027509906806702706,0.0,0.0,0.0,0.0013613603831143344,0.0,1.0488944399470503e-06,0.00045151376433506747,0.002143951284500342,0.0,0.0,0.0,0.0,5.1036667526019856e-05,0.0,0.0005949077673986679,0.0
