component,Branchiopoda indet,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia maxima,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia spinifera,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa fusiformis,Salpa thompsoni,Sapphirina sp.,Subeucalanus longiceps,Temora turbinata,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vanadis longissima
component_1,0.01582696841140606,33.31821645446507,0.20493611020583638,0.019367013755859884,0.0014608762166016854,0.06132345101116019,0.0061990607451077925,0.0,0.01767387666255533,0.0,2.0483626167462243,0.5871968704812199,0.009640778157175853,0.0004724306473941335,0.0008390486904133331,0.34601660629346276,0.6140376760992852,0.00066327166464072,0.0006204777478951365,0.002435253952355623,0.0017153917342486132,0.0021771052315023077,0.0006571785795235922,0.006975729573224545,0.0,0.0003610330690782093,0.0,0.0011391401449616756,0.016105717992138998,0.026987326448997845,0.0,0.06466654249049474,0.7505671420509444,0.001130356893487223,0.013061352290164942,0.014535024942175784,0.0,0.0,0.0012516119137860535,0.09932176475315826,0.006825885407055928,0.4864704922293627,25.423528412054292,0.0073700880636142305,0.0,0.0,0.0,0.0018262572253063766,0.0016089086806883443,5.205617014498441e-05,0.0015668278613906067,0.0016008772015940695,0.0,0.0008393445688473101,0.0010663978956126558,0.01308436408705976,0.0729506120658431,0.026650326263861435,0.03510967283054761,0.000802240579660266,0.0,0.3872544402197194,0.0003179641529116088,0.04502436505693986,0.021304484255699054,0.0003883317318614542,0.22944298492949397,0.00032043947303365776,0.0008853055947651725,7.403047297254223e-05,0.12593241462023202,0.0,0.00029321252016734496
component_2,0.0,0.9831305766298474,0.04492047874921737,0.0,0.006238091787107425,33.90574892918452,1.7392591283139518e-05,0.024417729344694643,0.0,0.13691942722269895,1.6488396249973107,0.6662055691121754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09280126756976494,0.017111779546754656,0.06244961317722887,0.0,0.0,0.011555120294115689,0.03459743725203862,1.188627029276925,0.0,0.0017951862106261596,0.0,0.13090598941378326,1.6532312393571276,0.013930937718841636,0.05737088958456094,0.15544016043811268,0.0,0.0,0.0,0.0,0.19686565870900752,0.028792848482796164,0.04413442300406788,0.0,0.0,0.0,0.0013990137817160482,0.0,0.06725893723594446,0.00038947447252155515,0.0012412171034688355,0.0,0.11411501087583405,0.0,0.0,0.0,0.056471167284060333,0.0,4.350963500646839e-05,0.018729433905290877,0.08893415229178638,0.0,0.0,0.0,0.0,0.002117073645767157,0.0,0.024677621347040136,0.0
