component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,10.678455073216425,0.0,0.027976444661147706,6.466535836096972,12.935918769985589,0.0,8.80781341956484,0.0,0.030640463072149304,0.03256580478287692,0.07491022494480484,0.1072193875893855,0.006625900060740305,0.0,0.0,0.08987396381633748,0.03674669510015002,0.0,2.3845193559902347,0.04548586773226673,0.0,12.524958283854039,0.08296957093608594,0.0,0.10013662706516052,0.11148963168420284,0.0,0.0,0.005623629661755997,0.05581264275857785,0.03613335080001257,0.027216619026821088,0.05322845959276297,0.0,0.06328632342447912,0.04375366247540653,0.0
component_2,1.5759400647738024,0.5950151088124199,0.025653827243923122,0.0,0.0,0.5952906070449,1.0892553746303844,0.018712494429480257,0.01715747920416084,0.0007172832453740922,0.0,0.041646498221822946,0.0023276036665645836,0.607297174347604,1.192824859560445,0.0,0.0,0.08135276020442671,0.0,0.027610422135887602,1.4640842073194196,11.60496186290188,0.0,0.3348158767900977,0.008710615092899198,0.011813135681113557,0.029489398698432263,0.02676600335619406,0.0,0.02479216637676774,0.01306641218237576,0.020859169583304686,0.006883138573012164,0.020063517917012857,0.0201256091764738,0.01269851581710382,0.02993444333486771
