component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.19475607014974408,0.0,0.0005102407025743814,0.1179381378940799,0.2359282017993132,0.0,0.1606388860977756,0.0,0.00055882767072435,0.0005939424867446183,0.0013662295645065767,0.0019554913540954077,0.00012084465853786138,0.0,0.0,0.00163914160631272,0.0006701945065673667,0.0,0.043489401396037,0.0008295815065145968,0.0,0.22843301183812142,0.001513217732970746,0.0,0.00182631437146525,0.0020333730282500076,0.0,0.0,0.00010256502512692034,0.0010179235567133514,0.0006590081949965923,0.0004963828314192504,0.0009707926417569767,0.0,0.0011542302289861818,0.0007979891566656962,0.0
component_2,0.08081799611599515,0.0305138055868024,0.0013155899497087618,0.0,0.0,0.03052793379864257,0.055859634895975924,0.0009596217114636148,0.0008798767914318901,3.678400964254452e-05,0.0,0.0021357325743344073,0.00011936511310853227,0.03114365944159438,0.0611709271322163,0.0,0.0,0.004171965168720126,0.0,0.001415928840707169,0.07508175877082864,0.5951303502756579,0.0,0.01717016327894391,0.0004467012880003777,0.0006058060042600611,0.0015122872771275136,0.0013726250151474442,0.0,0.0012714019084426975,0.0006700770369441719,0.0010697083753679222,0.0003529838976074243,0.0010289054446515897,0.0010320896337448924,0.0006512104266686702,0.0015351102362633658
