component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Euchirella rostromagna,Euphausia frigida,Euphausia frigida calyptopis,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.5534959961680321,0.0,0.23224804938017402,8.581834358632877e-06,0.0003058716222173837,0.0834057145632588,0.013958106020859177,0.00013148394631732312,0.0004936612895105977,0.0,0.0,6.846961856097287e-05,0.0009336345496294339,9.379227632450874e-05,0.004321341782772854,0.0,0.0,0.0,0.0,0.011051803520792275,0.0,0.0,6.745455649715311e-05,0.0,0.07648675608127814,0.0010446364325671267,0.0,0.00867588303893362,0.0007233638760492641,0.00015375001882899486,0.0027530836213853203,0.00018687855786834076,0.002047507872206,0.0,0.0,0.0004918218973150947,0.00018098426396562104,7.887838848875259e-05,2.5076423433341933e-05,0.0008832759189753682,0.0,0.00010343075746153012,6.42804653976153e-05,0.004788218900555467,0.0,0.00013961339748548481,0.0,0.00011463932467567653,0.00022904534378940275,0.0002078152643026785,3.70990257315334e-05
component_2,0.19900342524194226,0.00033598746121069116,0.0,6.460485893410718e-05,7.855757284573172e-05,0.06339560425623993,0.03526129864664291,0.0014028909634783442,0.013898780756650334,9.803402802818367e-05,1.2526755567973894e-05,0.0006246360513148569,0.0,0.0,0.0,7.329646575407113e-05,0.00014659293150814226,0.00041332865191345174,0.00035495496220753434,0.050887766354843295,0.10845291111032755,0.00021097794082296657,0.0,0.0022153861328243797,0.0,0.008481696306219963,0.013147020030771528,0.049753239588416494,0.37702164597374155,0.00047876169805431104,0.006446755067106323,0.0,0.0015195805314695456,0.00155330300598354,3.126116600447642e-05,0.00046334846565200516,0.0,0.00014423981174555234,0.00037609465824745957,0.03560501757980644,0.00044001165998114084,0.0003323070162251059,0.0009225065613494101,0.023186333574282545,0.00014194367544380604,7.029823771560528e-05,0.0020846261500360847,0.00010997022200296666,0.0006204409886076444,6.63379254934499e-05,7.169896258657463e-05
