component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Euchirella rostromagna,Euphausia frigida,Euphausia frigida calyptopis,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,26.182164960075212,0.0,10.986089840984853,0.00040594874108096493,0.014468724841633968,3.9453621930902676,0.660263916809632,0.006219619285261698,0.023351788280047584,0.0,0.0,0.0032388361620100873,0.044163957752284086,0.004436680423544996,0.20441355346512083,0.0,0.0,0.0,0.0,0.5227863343023685,0.0,0.0,0.003190820417391087,0.0,3.618072901783209,0.049414708670220873,0.0,0.41039755024843705,0.03421746943067606,0.007272877100222666,0.13022983006747696,0.008839964992491943,0.09685379702525534,0.0,0.0,0.02326477903296657,0.008561145676087489,0.0037312049111380666,0.0011861965750175633,0.04178183035827133,0.0,0.004892612001806054,0.0030406755611649254,0.22649836310872645,0.0,0.0066041688267096344,0.0,0.00542281376983796,0.010834591426042983,0.009830339458395189,0.0017549048561973735
component_2,10.20999001773092,0.017238038093431315,0.0,0.0033145910127537204,0.004030443363459478,3.252549476660014,1.8091020632270762,0.07197616179553057,0.7130852778614492,0.0050296945710799346,0.0006426927031435472,0.032047327029099855,0.0,0.0,0.0,0.0037605191105338715,0.007521038221067743,0.021206074241927622,0.0182111771014842,2.6108273557397514,5.564241612847005,0.010824349717322936,0.0,0.11366171348084513,0.0,0.43515851304894787,0.674515743203374,2.55261977993555,19.343321539216802,0.024563155895751823,0.330754633001358,0.0,0.07796299002682877,0.07969314179553562,0.0016038728602801122,0.023772370768424565,0.0,0.007400310001152135,0.019295761878269303,1.8267367691234104,0.022575061965043056,0.017049210657330918,0.0473297520945566,1.1895887422711056,0.007282505351851866,0.003606693223836694,0.10695299418436048,0.005642088157693182,0.031832096822321646,0.003403507031407368,0.003678558252957662
