component,Calanoida indet (small),Calanoides acutus,Clione limacina antarctica,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Doliolidae indet,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Limacina sp.,Metridia gerlachei,Myctophidae indet,Oithona similis,Oncaea sp.,Oncaea venusta typica,Onchocalanus sp.,Paralabidocera antarctica,Phalacrophorus sp.,Siphonophorae sp.,Teuthida indet,Tintinnina indet,Tomopteris sp.
component_1,0.1291368833288638,0.17024019047925926,0.028060236411129504,0.6611540892801789,4.339152003560085,2.110578376139941,1.4343644916575973,0.016433783199935416,10.135810186139393,0.0,0.08052688168536783,0.003473442416366809,0.013284377220232037,0.0,0.3846432049910105,0.026258739386161124,0.012775604256614774,12.426994136796118,3.992399032149632,0.0028218455810543543,0.0005643691162108709,0.07609928145626783,0.1276821558066705,0.026258739386161124,0.00028218455810543545,0.0007220322313678733,0.0
component_2,0.012061119420838635,0.5177012607017826,0.006957786800310106,0.4499162991931863,6.195630982065911,0.5432661774537351,0.0,0.0,0.0,11.611433481252826,0.01593809850747023,0.013756449889934587,0.0,0.03478932751461554,0.37753793166397526,0.0,0.0007113067117152546,2.650303954502445,1.571564157442231,0.022901596473517742,0.004580319294703548,0.059527882214331536,0.005529028628877822,0.0,0.002290159647351774,0.0,0.04147105827345235
