component,Calanoida indet (small),Calanoides acutus,Clione limacina antarctica,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Doliolidae indet,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Limacina sp.,Metridia gerlachei,Myctophidae indet,Oithona similis,Oncaea sp.,Oncaea venusta typica,Onchocalanus sp.,Paralabidocera antarctica,Phalacrophorus sp.,Siphonophorae sp.,Teuthida indet,Tintinnina indet,Tomopteris sp.
component_1,0.003567345179601655,0.004702804553011171,0.0007751507278118729,0.018264068270574394,0.11986701695470697,0.05830372703916294,0.03962363906580994,0.00045397546982462144,0.27999695111737255,0.0,0.0022245169296604955,9.595220003176672e-05,0.00036697462273361614,0.0,0.010625586182816895,0.0007253852265667978,0.0003529200108172851,0.34328982152947013,0.11028813051121522,7.795214637106304e-05,1.559042927421261e-05,0.0021022065724075672,0.0035271590214711822,0.0007253852265667978,7.795214637106305e-06,1.9945798084097777e-05,0.0
component_2,0.0004996762444858135,0.021447679331165353,0.0002882519156808233,0.01863943792193837,0.25667680696286393,0.02250680006013662,0.0,0.0,0.0,0.48104635005809654,0.0006602943664331888,0.0005699115462353867,0.0,0.0014412758811305569,0.015640897769311688,0.0,2.946849740774048e-05,0.10979859169984085,0.0651078269569645,0.0009487828881658826,0.00018975657763317652,0.0024661615219280226,0.00022906035207303496,0.0,9.487828881658826e-05,0.0,0.0017180911596918875
