component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia hanseni furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia superba C1,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Heterorhabdus lobatus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta barbata,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris carpenteri,Tomopteris sp.,Vibilia antarctica
component_1,0.58360773372584,0.010941738537133743,0.00030878665116553547,0.09558472250617277,2.8791733283527224e-05,1.1288871209825923e-05,1.3798254628197261e-05,0.0011790282528260786,0.024800662361091273,0.004561884094538019,2.2376117030809547e-05,0.0001133978767044375,0.0,0.0004994410300345312,0.0,0.0,0.0,2.138624029028779e-05,5.233943251367091e-06,0.00027350443671596595,0.0008402201251602518,5.091206344943565e-05,5.341132725174736e-05,7.523605269606306e-06,7.50030029799444e-05,4.359708458055779e-06,1.274072910322515e-05,1.751555404811136e-05,1.2233777648004244e-05,7.672091008659544e-05,0.0,8.773370813630507e-05,0.0,0.0001466022539737655,0.0004724028319550964,9.303118890002876e-06,0.00018225838741912475,0.00017146908959610494,0.0011628139557856147,0.0002911719097035441,0.001793802447601314,0.011859765546318632,2.1197977381872922e-05,5.215701321244182e-06,3.1511344353271264e-05,2.796995014206579e-06,0.0014136385136104036,0.028964031533065766,5.001834777563886e-05,0.0,0.00863575462726361,0.0,0.0,0.0,0.18399462967159558,0.00042160821703428016,0.004596182820388768,1.9420986085771734e-06,0.002896993432961529,0.00012174032101411076,0.0,4.359708458055779e-06,0.0,4.829209545616104e-05,0.001181640664932179,4.082017618736965e-05,0.0006600331417868461,0.00010131970188319583,0.00039448038709231675,0.006334927325678922,0.00029745082816671315,3.265503684697878e-05,4.0101609757599365e-06,1.2506323892307253e-05,1.6863298166984353e-05,0.0024935875194755123,0.0032271732792221743,1.7928267678419705e-05,0.0001166609522313159,8.719416916111557e-06,0.00020958596427492755,0.0,0.0,0.014256477137660357,7.2190193196306975e-06,3.817765707616424e-05,3.6111650481906776e-05,0.0
component_2,0.0485342853211721,0.009974517621183832,0.0002953982392231959,0.0,0.0,0.0,0.0,0.0007481909150614433,0.009785688871379355,0.006293205992440153,5.6562529527995825e-05,9.23534596413466e-06,0.022504605530244304,0.0,2.8189142369575028e-06,1.1766009452822608e-05,3.287208470392394e-05,7.445003520916916e-05,8.282893470023225e-06,9.183828114445927e-05,0.0,0.0,0.0,0.0,0.0,4.557639776533428e-06,0.0,2.316405502941802e-05,0.0,0.00019433385187236332,0.00020796907932632772,0.0,4.4533055559447466e-05,0.0,0.0,2.684816462673854e-05,0.0,4.4873934928213246e-05,0.0,0.0,0.0,0.11164643489096651,1.9218268469212466e-05,7.74492920219534e-06,0.0,0.0,0.0,0.0,0.0,0.0005283175343449508,0.0,8.41393076519038e-05,0.00674150348351415,0.04627873568174591,0.7202264875120965,0.0,0.0,6.5968534077513305e-06,0.0,8.808506429200126e-05,0.00014151673089204806,4.557639776533428e-06,1.8827528038245075e-05,0.0,0.0008553581091612497,0.0,0.0,3.276478636824256e-05,0.00017056481888011658,0.0009840768324657161,0.0,8.706198003708435e-06,1.1904209257003784e-06,3.573575971800757e-05,0.0,0.0004108415671789659,0.00042737044320584973,2.2515498257792332e-06,0.0002691288111509906,9.115279553066856e-06,0.000457820853493412,3.317936614407671e-06,2.7858046019986118e-05,0.011479948182943024,1.636807758024062e-05,0.0,3.0401514170445518e-05,1.501702281033154e-05
