component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia superba,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Phalacrophorus pictus,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Stephos longipes,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5
component_1,0.03313686522634039,0.0005769683641541677,0.0007847064932540628,0.00038357713104938344,7.334192930863096e-05,0.06292872761753088,0.02531195261468247,0.0,0.000946975052124156,0.0,0.001487714086782866,0.5937110800930744,0.0,0.0,0.2605958947371079,0.016498210494516264,0.0,0.0022752805874909,0.00016087639478420943,0.0,0.0,0.0007412145408670804,0.0,0.0,0.00010247114375031633,0.0002210014828109925,6.314201037104297e-05
component_2,0.07692168176088017,0.0,0.0,0.0,0.0,0.03344250430909664,0.009396857837702437,0.091277639683373,0.0013745441890915474,5.8744601208954743e-05,0.3139906164982289,0.0,0.0015429175521117333,0.06577723660296757,0.3758488272354685,0.024082161681831242,7.480615519566824e-05,0.0,0.0,0.0021329391017105882,0.0004914054436074986,0.0,0.0005824032378942183,0.0003857293880279333,0.0009148709535900203,0.0002516561201175119,0.001452457647895991
