component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia superba,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Phalacrophorus pictus,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Stephos longipes,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5
component_1,1.9657459093701368,0.034226931060771675,0.04655037731041027,0.022754571717571344,0.004350791679870596,3.7330594807652067,1.5015562567738372,0.0,0.05617647663029155,0.0,0.08825421054255601,35.22014285506326,0.0,0.0,15.459075883584864,0.9787072364872728,0.0,0.13497424928337046,0.009543513328771215,0.0,0.0,0.04397034667349679,0.0,0.0,0.006078795633798991,0.013110255234858904,0.003745711845356481
component_2,3.641269855881997,0.0,0.0,0.0,0.0,1.583080089492365,0.4448225051917124,4.3208431002369885,0.06506730230984416,0.0027808147284522976,14.863488950215109,0.0,0.07303765393586227,3.1137211688917072,17.79169375463551,1.139986118206852,0.0035411263991233415,0.0,0.0,0.10096772038388571,0.02326183967722745,0.0,0.027569435633306716,0.018259413483965568,0.04330758180359421,0.011912738037640508,0.06875552027931148
